,company,description,title
91,Arcadis:Canada,"<span class=""summary"" id=""job_summary"">Arcadis is searching for a Water/Wastewater Design Engineer with 5 to 10 years of experience, to join our Water Division team in one of our southern California offices, including: Los Angeles, Irvine, or San Diego. This is an exciting opportunity for a self-motivated design engineer to join our team locally. The Water/Wastewater Design Engineer will use their expertise and knowledge of water/wastewater/recycled water projects, design and construction engineering, and client service to successfully execute projects within the Southern California municipal water/wastewater market.
<br><br>
<b>Responsibilities may include, but are not limited to:</b><br>
Provide technical expertise to our team of engineers in Southern California.
<br><br>
Design and construction support for water/wastewater treatment plants, storm water systems, distribution/collection systems, and pump/lift stations. Create construction documents and specifications.
<br><br>
Meet established budgets and delivery schedules for each assignment; for project/task scope, schedule and budget.
<br><br>
Work with clients to determine needs and provide solutions; may lead teams in various design tasks.
<br><br>
Coordinate execution of projects with other engineering disciplines and office personnel.
<br><br>
Develop design projects from inception to completion.
<br><br>
Prepare construction packages (including all deliverables) for the engineering, procurement, and construction of water/wastewater systems for clients.
<br><br>
Create cost estimates and project schedules.
<br><br>
Perform detailed engineering calculations and analysis, and use design software to solve complex challenges.
<br><br>
Interact with and oversee the work of CAD staff.
<br><br>
Use Arcadis standards and specifications for water/wastewater design and construction projects.
<br><br>
Perform other duties, as assigned.
<br><br>
Arcadis will consider qualified applicants with criminal histories in a manner consistent with the Los Angeles Fair Chance Initiative for Hiring
<br><br>
Required Qualifications
<br><br>
Bachelor's degree in Civil, Environmental, Mechanical, Chemical Engineering or related field of study.
<br><br>
5-10 years of experience in water/wastewater/recycled water facilities design and construction support.
<br><br>
Excellent technical engineering skills in the water/wastewater practice area.
<br><br>
Strong, clear and concise written and oral communication skills.
<br><br>
Excellent technical writing skills.
<br><br>
Experience preparing and reviewing project drawings, specifications, schedules and cost estimates.
<br><br>
Client relationship skills are a plus.
<br><br>
Functional experience with MS Office applications.
<br><br>
Background/Drug Screen Statement
<br><br>
Background/Drug Screen Statement "" aria-labelledby=""lbl Background/DrugScreenStatement "" &gt;
<br>Arcadis conducts background checks on all final candidates for employment. Certain jobs will also require a clean driving record, education verification &amp; certification verification.
<br><br>
Required Driving Statement
<br><br>
Required Driving Statement "" aria-labelledby=""lbl RequiredDrivingStatement "" &gt;
<br>This position requires a current valid driverâs license and clean driving record.
<br><br>
Preferred Qualifications
<br><br>
Masterâs degree in Civil, Environmental or Mechanical Engineering.
<br><br>
Current PE License in California, or ability to obtain a California PE within one year of hire.
<br><br>
Design-build project experience.
<br><br>
Active participation in regional or national professional associations.
<br><br>
Task Lead, Task Manager, or Design Lead experience on water/wastewater projects of various sizes.
<br><br>
Job Category
<br><br>
Engineering - Water/Wastewater
<br><br>
Employer Statement
<br><br>
Employer Statement "" aria-labelledby=""lbl EmployerStatement "" &gt;
<br>We are an equal opportunity and affirmative action employer. Women, minorities, people with disabilities and veterans are strongly encouraged to apply. We are dedicated to a policy of non-discrimination in employment on any basis including race, creed, color, religion, national origin, sex, age, disability, marital status, sexual orientation, gender identity, citizenship status, disability, veteran status, or any other basis prohibited by law.
<br><br>
What country will this position be in?
<br><br>
USA</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Staff Water Engineer
92,Lawrence Livermore National Laboratory,"<span class=""summary"" id=""job_summary"">Waste Treatment Process Engineer
<li></li></span>",Waste Treatment Process Engineer
93,Arcadis:US,"<span class=""summary"" id=""job_summary"">Business Title <br>
Water/Wastewater Design Engineer
<br>
<br>
HR Job Title <br>
Staff Water Engineer
<br>
<br>
Requisition ID <br>
6232BR
<br>
<br>
Posting Location <br>
CA, Irvine (Commerce)
<br>
CA, Los Angeles (S. Figueroa)
<br>
CA, San Diego
<br>
<br>
Business Line <br>
WR Water
<br>
<br>
Employment Type <br>
Regular
<br>
<br>
Time Type <br>
Full-Time
<br>
<br>
Visa Sponsorship <br>
No
<br>
<br>
Why Choose Arcadis <br>
Arcadis is the leading global design and consulting firm for natural and built assets, and we invite you to join us in partnering with our clients to deliver truly exceptional and sustainable outcomes. Contribute to the world’s most high-profile and transformative projects, from shopping centers in Shanghai and improved traffic flow in Atlanta to state-of-the-art rail systems in Doha, coastal defenses for Manhattan and cleaner air in Los Angeles.
<br>
<br>
Work alongside the industry’s foremost thought leaders and accomplished professionals, generating effective, real-world results. We are Arcadis: 27,000 people in more than 70 countries, creating value by applying our collective wisdom to every challenge. Our culture is collaborative, we believe in diversity and the power of global teamwork, and we own the responsibility to sustain the Earth and its people in a safe and balanced way.
<br>
<br>
Arcadis. Improving quality of life.
<br>
<br>
About This Business Line <br>
Water, perhaps the world’s most critical resource, can both sustain and destroy. As a global top five player in water services, we focus on the entire water cycle – from source to tap and back again – while also managing rivers and coastal zones, urban and rural water, and issues related to climate change and rising sea levels. Join our specialist teams of engineers, scientists and consultants and be uniquely positioned to provide safe and secure water technology that is built to withstand and support the demands of a rapidly changing world.
<br>
<br>
Job Description <br>
Arcadis is searching for a Water/Wastewater Design Engineer with 5 to 10 years of experience, to join our Water Division team in one of our southern California offices, including: Los Angeles, Irvine, or San Diego. This is an exciting opportunity for a self-motivated design engineer to join our team locally. The Water/Wastewater Design Engineer will use their expertise and knowledge of water/wastewater/recycled water projects, design and construction engineering, and client service to successfully execute projects within the Southern California municipal water/wastewater market.
<br>
<br>
<b>Responsibilities may include, but are not limited to:
</b><ul><li>Provide technical expertise to our team of engineers in Southern California.
</li><li>Design and construction support for water/wastewater treatment plants, storm water systems, distribution/collection systems, and pump/lift stations. Create construction documents and specifications.
</li><li>Meet established budgets and delivery schedules for each assignment; for project/task scope, schedule and budget.
</li><li>Work with clients to determine needs and provide solutions; may lead teams in various design tasks.
</li><li>Coordinate execution of projects with other engineering disciplines and office personnel.
</li><li>Develop design projects from inception to completion.
</li><li>Prepare construction packages (including all deliverables) for the engineering, procurement, and construction of water/wastewater systems for clients.
</li><li>Create cost estimates and project schedules.
</li><li>Perform detailed engineering calculations and analysis, and use design software to solve complex challenges.
</li><li>Interact with and oversee the work of CAD staff.
</li><li>Use Arcadis standards and specifications for water/wastewater design and construction projects.
</li><li>Perform other duties, as assigned.
</li></ul><br>
Arcadis will consider qualified applicants with criminal histories in a manner consistent with the Los Angeles Fair Chance Initiative for Hiring
<br>
<br>
Required Qualifications
<br>
<ul><li>Bachelor's degree in Civil, Environmental, Mechanical, Chemical Engineering or related field of study.
</li><li>5-10 years of experience in water/wastewater/recycled water facilities design and construction support.
</li><li>Excellent technical engineering skills in the water/wastewater practice area.
</li><li>Strong, clear and concise written and oral communication skills.
</li><li>Excellent technical writing skills.
</li><li>Experience preparing and reviewing project drawings, specifications, schedules and cost estimates.
</li><li>Client relationship skills are a plus.
</li><li>Functional experience with MS Office applications.
</li></ul><br>
Background/Drug Screen Statement <br>
Arcadis conducts background checks on all final candidates for employment. Certain jobs will also require a clean driving record, education verification &amp; certification verification.
<br>
<br>
Required Driving Statement <br>
This position requires a current valid driver’s license and clean driving record.
<br>
<br>
Preferred Qualifications
<br>
<ul><li>Master’s degree in Civil, Environmental or Mechanical Engineering.
</li><li>Current PE License in California, or ability to obtain a California PE within one year of hire.
</li><li>Design-build project experience.
</li><li>Active participation in regional or national professional associations.
</li><li>Task Lead, Task Manager, or Design Lead experience on water/wastewater projects of various sizes.
</li></ul><br>
Job Category <br>
Engineering - Water/Wastewater
<br>
<br>
Employer Statement <br>
We are an equal opportunity and affirmative action employer. Women, minorities, people with disabilities and veterans are strongly encouraged to apply. We are dedicated to a policy of non-discrimination in employment on any basis including race, creed, color, religion, national origin, sex, age, disability, marital status, sexual orientation, gender identity, citizenship status, disability, veteran status, or any other basis prohibited by law.
<br>
<br>
What country will this position be in? <br>
USA</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Water/Wastewater Design Engineer
94,Align Technology Inc,"<span class=""summary"" id=""job_summary"">Align Technology is the industry leader and innovator in medical devices which focuses on revolutionizing the digital dental and orthodontics’ practice. Align Technology is looking for a <b>Materials Engineer </b>for our San Jose, CA office. This exciting new role would be part of a culture that is helping to improve lives every day through digital dentistry.
<br>
<br>
The <b>Materials Engineer </b>candidate will have exceptional skills with <b>different materials like polymers or ceramics </b>. This role will be part of the Align Technology goal to deliver our clear aligners (Invisalign®) 3D scanners (iTero®) to our customer.
<br>
<br>
<b>Job Description:
</b><br>
<br>
The <b>Materials Engineer </b>will be a key member of the R&amp;D; Materials Engineering team. He/she will be responsible for planning and executing projects that focus on new product development, as well as improving Align's existing products. The ideal candidate will have a background in new material development especially in the area of thermoplastics, coating and adhesive, and/or thermoset materials.
<br>
<br>
<b>Responsibilities:
</b><br>
<ul><li>Develop and guide new product development from ""start"" to ""finish.""
</li><li>Visit outside manufacturing vendors (e.g., 3rd party vendors, etc.) to guide process development activities related to new product development, process improvements or new equipment evaluation.
</li><li>Work cross-functionally with the following organizations: Manufacturing, Clinical Research, Marketing, Operations, Regulatory and Legal.
</li><li>Design products based on the following materials: polymers, composites, plastics, ceramic, metals and adhesives.
</li><li>Work independently at the laboratory bench to develop and evaluate new products or to adapt and improve existing ones.
</li><li>Select, design and evaluate a variety of materials (e.g., thermoplastics, elastomers, composites, adhesives, etc.) to determine the best combination of materials for specific application.
</li><li>Direct lab bench work for product development and physical property testing duties.
</li><li>Must demonstrate ability to work safely in a team environment.
</li><li>Interface with a variety of internal stakeholders, external suppliers, and technical collaborators to deliver technical solutions.
</li><li>Support product development teams working toward the development of new products.
</li><li>Prioritize and meet deadlines and construct project timetables.
</li><li>Prepare written reports summarizing key findings.
</li><li>Identify and implement effective courses of action.
</li><li>Coach, motivate, and mentor Jr. engineer and lab technicians when needed.
</li><li>Experience of physical-chemical processes and methods of materials characterization.
</li><li>Familiarity with polymer characterization methods (mechanical testing, thermal analysis, rheology, spectroscopy and the underlying theory).
</li><li>Must have the ability to apply results to product performance metrics.
</li><li>Ability to work on several projects simultaneously as well as participate on cross functional teams.
</li><li>Ability to work on projects that vary from routine to very complex.
</li><li>Ability to deal tactfully with others. Must be a strong team player.
</li></ul><b>Requirements:
</b><br>
<ul><li>M.S, or Ph.D. degree or equivalent in Polymer Science or Materials Science or Chemical Engineering or related field.
</li><li>5+ years working experience in material research and development, depending on level of education.
</li></ul><b>Nice to Have:
</b><br>
<ul><li>Experience with medical device development life cycle and regulatory requirements
</li><li>Photochemistry, Lasers or UV curing processes and resin materials development
</li></ul><b>Travel:
</b><br>
<br>
Up to 10% including international and US-based
<br>
<br>
#LI-MB2</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Materials Engineer
95,Lockheed Martin,"<span class=""summary"" id=""job_summary"">The semiconductor process integration engineer is responsible for development of compound semiconductor detectors at SBF's state-of-the-art detector and focal plane array manufacturing lines. Functions include both new process development and the transitioning of new technology to production. Data-driven yield analysis working side-by-side with process owners is also required. Areas of responsibility include: wafer fabrication, starting from incoming material characterization through photolithography, etching, deposition, and die singulation. Must have the ability to obtain a security clearance and therefore must be a U.S. Citizen.
<br>
<br>
Relocation: Relocation assistance is possible for this exciting position.
<br>
The Locale: Goleta is a city in southern Santa Barbara County, California. Goleta is part of the central coast region of California and offers lots of great scenery and is a great place to live and to raise a family. The region is known primarily for agriculture and tourism. Major crops include wine grapes, lettuce, strawberries, and artichokes. Goleta is near the University of California, Santa Barbara campus. Much of Goleta is considered to be a quiet suburban community while Santa Barbara tends to attract most of the tourists and the area's residents. Goleta is about 8 miles west of the city of Santa Barbara, along the coast (the coast runs east to west in this portion of southern California). Where can you drive to from Goleta? Goleta is 2 hours northwest of Los Angeles. San Francisco is about 5 hours to the north of Goleta. Las Vegas, NV is about 5 hours to the northeast.
<br>
<br>
<b>Basic Qualifications
</b><br>
Bachelors degree. The position requires working knowledge of semiconductor device processing including photolithography, thin film deposition, wet etching, and dry etching. General understanding of semiconductor device theory is required. Minimum 3 years experience in semiconductor processing, either in industry or a university environment. Must be proficient in MS Office (Word, Powerpoint, Excel), familiar with DOE analysis, and have excellent engineering documentation skills and communication skills. Must have the ability to obtain a security clearance and therefore must be a U.S. Citizen.
<br>
<br>
<b>Desired skills
</b><br>
Masters degree in Materials Engineering, Chemical Engineering, Electrical Engineering, or Physics. Experience with automated semiconductor processing equipment for processes such as: automated optical inspection, wet etching, dry etching, lift-off, thin film deposition, dicing, &amp; electroplating. Beneficial to have SPC Knowledge. Experience with MATLAB and JMP or other data analysis software. Demonstrated ability to manage and lead teams on projects of moderate complexity. Ability to interface effectively from the technician level to senior management.
<br>
<br>
As a leading technology innovation company, Lockheed Martin’s team of 113,000 people works with partners around the world to bring proven performance to our customers’ toughest challenges. Headquartered in Bethesda, Maryland, Lockheed Martin has employees based in all 50 states and more than 570 facilities that span 70 countries.
<br>
<br>
Join us at Lockheed Martin, where we’re engineering a better tomorrow.
<br>
<br>
<b>Lockheed Martin is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, age, protected veteran status, or disability status.
</b><br>
<br>
<b>Job Location(s): </b>Goleta California</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>","Sr Semiconductor Process Integration Engineer / Santa Barbara, CA"
96,Northrop Grumman,"<span class=""summary"" id=""job_summary"">Northrop Grumman is seeking an experienced Contamination Control Engineer to join our team of qualified, diverse individuals. This position will be located in Azusa, CA.
<br>
</br></span>",Contamination Engineer 4
97,City & County of San Francisco,"<span class=""summary"" id=""job_summary"">Introduction
</span>",Junior Engineer (Environmental) (Environmental Engineering)
98,"Kite Pharma, Inc.","<span class=""summary"" id=""job_summary"">Kite Pharma is a clinical-stage biopharmaceutical company focused on the development and commercialization of novel cancer immunotherapy products designed to harness the power of a patient’s own immune system to selectively target and kill cancer cells. Our core technology involves the genetic engineering of T cells, or white blood cells, to express either chimeric antigen receptors (CARs) or T cell receptors (TCRs) for the treatment of advanced solid and hematological malignancies. We are on a rapid growth trajectory and have a highly energized and accomplished team. Kite is publicly traded (NASDAQ: KITE) with a current market well over $2 Billion.
<br><br>
Kite is seeking a highly motivated individual with cell culture experience to work on innovative T cell therapy for cancer treatment. As the Sr. Engineer you will provide process development and engineering support for technology transfer, process validation and GMP manufacturing for Kite’s engineered autologous T cell therapy products. Primary responsibility will be to engage in technology transfer activities between Kite facilities, including in Asia. Additionally, you will draft and review protocols, production procedures, and provide technical assessment and approval for engineering and process changes as well as documentation pertaining to process development, qualification, and validation to meet regulatory requirements. You will work with the Product Sciences team to design and scale-out cell therapy processes, and support process validation, as well as draft documentation for regulatory filings to advance Kite’s product portfolio.
<br><br>
<b>Responsibilities include, but are not limited to:</b><br>
<ul>
<li>Manage technology transfer and oversee GMP manufacturing operations</li>
<li>Act as technical expert to train and supervise process technicians</li>
<li>Write and review technical documentation (technology transfer protocols &amp; reports, comparability protocols &amp; reports, process validation reports, etc.)</li>
<li>Participate and report to a cross-functional development team to advance production activities</li>
<li>Develop manufacturing processes for cell therapy products and develop process improvements and efficiencies</li>
<li>Ensure successful manufacturing production runs by assessing risk, setting preventative measures in place, investigating, and troubleshooting equipment and process issues</li>
<li>Design and execute process development studies to develop a thorough understanding of operating and performance parameters</li>
<li>Other duties as assigned</li>
</ul>
<b>Requirements:</b><br>
<ul>
<li>Degree in Biochemical Engineering, Chemical Engineering, Biotechnology or related discipline with at least 5 years of pharmaceutical manufacturing, technology transfer &amp; process development experience required</li>
<li>Fluency with cGMP manufacturing and regulatory regulations and requirements for pharmaceuticals and devices</li>
<li>Working knowledge of scientific and engineering principles</li>
<li>Experience in statistical analysis using JMP or Minitab</li>
<li>Practical experience in GMP operations</li>
<li>Demonstrated knowledge of pharmaceutical manufacturing of biotechnology products, aseptic processing, cell therapy products, and process development</li>
<li>Ability to think critically, and demonstrated troubleshooting and problem solving skills</li>
<li>Excellent interpersonal, verbal and written communication skills</li>
<li>Ability to function efficiently and independently in a changing environment</li>
<li>Self-motivated and willing to accept temporary responsibilities outside of initial job description</li>
<li>Well-developed computer skills</li>
<li>Pharmaceutical products GMP manufacturing experience is a must</li>
<li>Cell culture or aseptic processing experience is a plus</li>
<li>Previous experience with cell therapy products is a plus</li>
<li>Equipment qualification experience in a cGMP environment (IQ, OQ, PQ) is preferred; process validation experience is a plus</li>
<li>Excellent interpersonal, verbal and written communication skills are essential in this collaborative work environment</li>
<li>Comfortable in a fast-paced small company environment with minimal direction and able to adjust workload based upon changing priorities</li>
<li>Flexibility for international travel, including to Asia</li>
</ul>
Kite Pharma, an equal opportunity employer, is located in beautiful Santa Monica, CA just steps from Santa Monica Blvd and right off the 10. We are able to offer the opportunity to be part of the first 500 employees in this successful, fast growing company. A place everyone knows your name and respects your opinion while at the same time offering benefits and time off packages commensurate to any large corporation. Did we forget to mention the stock options? To learn more about us, please visit our website at www.kitepharma.com.
<br><br>
#LI-EL1</br></br></br></br></br></br></br></br></span>","Senior Engineer, Process Engineering"
99,Lam Research,"<span class=""summary"" id=""job_summary"">R&amp;D; process development position for metallization for advanced technology nodes for logic and memory applications. Job requirement includes investigation of new metallization schemes, testing deposition chemistry, development or modification of process formulations, definition of processing or handling equipment requirements and specifications, and reviewing processing techniques and methods applied in the manufacture, fabrication, and evaluation of products. Involvement may begin at any step from concept and feasibility, customer beta/evaluation, productization, to full-scale manufacturing. Coordinates cross-functional design requirement review with appropriate scientific/engineering personnel to ensure manufacturability and compatibility of processing methods. Compiles and evaluates test data to determine appropriate limits and variables for process or material specifications. May conceive and plan projects involving definition and selection of new concepts, equipment automation technology, and approaches in the processing or development of new or improved processes.
<br>
<br>
Minimum of 5 years of related experience with BS degree in chemistry, chemical engineering, material science or physics; or 3 years with MS degree; or PhD without experience; or equivalent work experience.</br></br></span>",Process Engineer 4 (59081)
100,Thermo Fisher Scientific,"<span class=""summary"" id=""job_summary"">Job Description
<br>
<b>Job Title </b>: Staff Engineer, Manufacturing
<br>
<b>Requisition ID </b>: 25676BR
<br>
<br>
When you’re part of the team at Thermo Fisher Scientific, you’ll do important work, like helping customers in finding cures for cancer, protecting the environment or making sure our food is safe. Your work will have real-world impact, and you’ll be supported in achieving your career goals
<br>
<br>
<b>Responsibilities:
</b><br>
<ul><li>This position shall perform process engineering activities to ensure manufacturability of products in Thermo Fisher facilities. Position scope includes supporting new product introductions, continuous improvement efforts, and process sustaining/ troubleshooting for Manufacturing.
</li><li>This position will have responsibilities for the evaluating existing processes and facility layouts and assist in generating the future strategy to maximize operating efficiency, sustainability, and growth.
</li><li>Provide technical leadership on cross functional teams for high throughput oligonucleotide operations, business development and planning, and R&amp;D; activities.
</li><li>Lead equipment/process validation activities, process optimization, technology transfer, and new product scale-up.
</li><li>Perform project management functions
</li><li>Develop, implement, and qualify robust, high quality, and cost effective processes for manufacturing new and/or existing world class products in an ISO 13485 environment. Successfully troubleshoot equipment and process problems in Manufacturing.
</li><li>Establish equipment requirements and specifications.
</li><li>Interface with other functions and departments to solve problems and perform equipment/facility commissioning activities.
</li><li>Generate process documentation such as process flow diagrams, P&amp;IDs;, mass and energy balances, as well as supporting procedures, and software and equipment validation protocols.
</li><li>Perform design and process risk assessments, such as FMEA.
</li><li>Conduct design reviews.
</li><li>May be required to perform other related duties as required and/or assigned
</li><li>Exercise knowledge of Lean/Six Sigma principles in manufacturing.
</li></ul><br>
<b>Minimum Qualifications </b>:
<ul><li>Requires a bachelor’s degree or higher in Chemical Engineering or related discipline.
</li><li>Requires a minimum of eight years of relevant experience in successfully performing process engineering activities.
</li></ul><br>
<b>Preferred Qualifications:
</b><ul><li>Must have manufacturing experience, with strong understanding of ISO and cGMP quality requirements.
</li><li>Excellent project management and interpersonal skills are required, providing the ability to inspire, motivate, and collaborate with others.
</li><li>Excellent organizational skills, including the ability to efficiently evaluate, prioritize and handle multiple and changing projects and priorities.
</li><li>Six Sigma Certification
</li><li>Works in an office environment, with periods in the manufacturing plant and/or laboratory
</li><li>Frequent traveling required for support of other manufacturing sites.
</li><li>Must be able to work safely with hazardous materials and chemicals.
</li></ul><br>
At Thermo Fisher Scientific, each one of our 50,000 extraordinary minds has a unique story to tell. Join us and contribute to our singular mission—enabling our customers to make the world healthier, cleaner and safer. Apply today http://jobs.thermofisher.com
<br>
<br>
Thermo Fisher Scientific is an EEO/Affirmative Action Employer and does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability or any other legally protected status.
<br>
<br>
Thermo Fisher Scientific is an EEO/Affirmative Action Employer and does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability or any other legally protected status.</br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>","Staff Engineer, Manufacturing"
101,City & County of San Francisco,"<span class=""summary"" id=""job_summary"">Introduction
</span>",Assistant Engineer (Environmental) (Environmental Engineering)
102,Zymergen,"<span class=""summary"" id=""job_summary"">Zymergen is hiring a Scientist to work on analytical chemistry tech transfers with partner companies for a wide variety of compounds produced through bench-scale and microtiter plate-based fermentation processes. The incumbent will develop new assays as well as identify and implement assays described in the literature to support these fermentation processes. These assay development projects include working alongside equipment providers to build out the facilities to run the assays in high throughput (HTP).
<br><br>
An ideal candidate for this position will handle the following responsibilities:
<br><br>
Assay Development
<br><br>
<ul>
<li>Develop HTP assays to measure titer of a variety of target molecules including new bio-derived compounds generated through plate-based fermentation</li>
<li>Provide theoretical and practical expertise in HPLC, GC, and spectroscopic (absorbance, fluorescence, FTIR, Raman, etc.) methods to develop improved HTP assays for target compounds</li>
<li>Make use of enzyme-coupled assay expertise to develop HTP methods for measuring titer of target molecules</li>
<li>Test new analytical techniques to be used in the context of high throughput screening</li>
</ul>
Assay Operationalization
<br><br>
<ul>
<li>Convert and further improve protocols from partner companies to protocols for operations within highly automated workflows</li>
<li>Work with automation and fermentation teams to ready assays for the operations team</li>
<li>Improve existing detection techniques to increase the quality of data acquired and to decrease the associated costs and timelines</li>
<li>Perform ongoing monitoring and support for analytical work in operations</li>
</ul>
Equipment, Data and Team Management
<br><br>
<ul>
<li>Purchase and maintain separations and detection equipment</li>
<li>Upgrade systems through third party vendors and by adding peripheral components, and improve systems through custom upgrades and custom workflows</li>
<li>Maintain relationships with vendors, repair support staff, and consumables and parts providers</li>
<li>Interact with software engineers for the capture, storage, and processing of measurement and process data</li>
</ul>
Qualifications/Experience
<br><br>
<ul>
<li>PhD and 1-2+ years working in a relevant field (biochemistry, chemistry, chemical engineering, or related).</li>
<li>Track record of both excellence in operations and creativity in assay development</li>
<li>Familiarity with the tools of statistical process control, including use of control charts and software such as JMP.</li>
</ul>
Based in the San Francisco Bay Area, Zymergen is a technology-driven company applying radical new methods to design and improve microbes by rewriting their DNA. This capability allows us to generate novel chemicals, advanced materials, and pharmaceuticals far faster and at lower costs than competing technology. Our approach combines biology, robotic automation, and proprietary computational and analytic methods to industrialize what is otherwise a slow, risky process.</br></br></br></br></br></br></br></br></br></br></br></br></span>","Scientist, Analytical Chemistry"
103,McKenna Labs,"<span class=""summary"" id=""job_summary""><p><b>Job Description</b></p><p>A Personal Care Products Manufacturer is currently seeking a Quality Control (QC) Chemist to work in the Fullerton/Anaheim area. The QC Chemist performs daily analytical functions within the Quality Department including but not limited to raw material control, product evaluation, analytical assays, validation implementation and analysis, microbial analysis and special projects as assigned by manager. Contributes to improvements in the Q.A. Laboratory through participation in continuous improvement process. <b>Ideal position for a recent graduate.</b></p><p>Job duties for this position include, but are not limited to the following:</p><ul><li>Perform routine evaluation, analysis, and release of raw materials, in-process bulk product, and finished goods with minimal supervision via instrumental and wet chemical analyses.</li><li>Perform laboratory batch adjustments for nonconforming in-process bulk product, including batch calculation and documentation from Lab Batch to Production scale.</li><li>Responsible for documentation control related to evaluation, analysis, and release of raw materials, bulk product, and finished goods.</li><li>Responsible for formula change control including submission to Document Control to change Master Formula when needed.</li><li>Coordinate and maintain internal control of standards, retains, samples, and documentation as required.</li><li>Responsible for daily sampling and analysis of DI Water.</li><li>Perform, coordinate, and oversee sampling, analysis, and documentation for process and equipment validation.</li><li>Conduct routine microbiology control programs within plant environment.</li><li>Review and interpret analytical and microbiological test results; follow through with non-conforming results.</li><li>Implement and/or coordinate vendor validation program per standard operating procedures.</li><li>Assist in the development and implementation of protocols for validation systems.</li><li>Maintain and troubleshoot analytical laboratory equipment and instrumentation.</li><li>Maintain calibration program for all laboratory equipment.</li><li>Recommend, plan, and coordinate control programs in the laboratory.</li><li>Responsible for creating new raw material specifications based on internal, customer, or formulary specifications.</li><li>Assist with research and resolution of customer complaints where applicable.</li><li>Responsible for preparing samples and documentation submissions to customers and outside test laboratories.</li><li>Communicate with suppliers and/or contractors on evaluation issues concerning raw materials, customer supplied bulk product, and instrument maintenance.</li><li>Participates in internal cGMP and regulatory compliance audits as necessary.</li></ul><p><b>EDUCATION and EXPERIENCE</b></p><p>Bachelors of Science (BS) in chemistry, microbiology, chemical engineering or related field from a four-year college or university. Minimum of five years laboratory experience in a quality capacity or equivalent combination of education and experience.</p><p>Job Type: Full-time</p><p>Required education:</p><ul><li>Bachelor's</li></ul><p>Required experience:</p><ul><li>Quality Control: 1 year</li><li>laboratory: 5 years</li></ul></span>",Quality Control Chemist
