,company,description,title
222,Ipsos North America,"<span class=""summary"" id=""job_summary"">Do you love a good mystery? Feel compelled to seek out the true meaning of things?
<br>
<br>
Would you like to work with a team of passionate problem-solvers dedicated to bringing research insights and compelling data to life?
<br>
<br>
If all this sounds good so far, you could be just the person we’re looking for.
<br>
<br>
Ipsos is one of the world’s largest market research firms and truly an independent voice among the leading research brands. While many know us for our political polling, the vast majority of our business is in other areas – media &amp; advertising, brand marketing, product innovation, and customer engagement. Ipsos is a prodigious generator of information on the behavior and attitudes of consumers, voters, decision-makers, and the general public on all facets of our culture. Ipsos truly understands the “voice of the people” because we listen to it firsthand every day.
<br>
<br>
As a Market Research Analyst in our Analyst Development Program, you’ll get a chance to work with some of the world’s most recognized brands, helping to solve their biggest challenges. You will be an integral part of this exciting work.
<br>
<br>
<b>The Market Research Analyst is a diverse role ideal for someone ready to:
</b><br>
<ul><li>Manage survey research projects, within timeline and budgets, including working closely with colleagues in our Operations groups to oversee all operational components of projects;
</li><li>Design questionnaires and plan analyses;
</li><li>Perform quality checks at various stages of the research to ensure accuracy, and to avoid errors or mistakes;
</li><li>Manage the overall project timelines, ensuring that milestones are met and signed off at the various stages of the project execution;
</li><li>Analyze and interpret survey results; prepare reports and presentations;
</li><li>Develop an understanding of our clients’ business issues and the industries in which they operate.
</li></ul><br>
<b>Don’t wait! Apply today if you:
</b><br>
<ul><li>Are awesome.
</li><li>Love data, consumer decision-making, and puzzles. If anyone called you a “data scientist” you might want to hug them.
</li><li>Can create killer stories in presentations, visually, and in writing.
</li><li>Get excited about what makes customers happy
</li><li>Have a Bachelor’s degree in analytical or insights-focused fields such as economics, marketing, psychology, sociology, statistics, or similar business or liberal arts programs;
</li><li>Beyond this, extra points for:
</li><ul><li>Experience with things such as questionnaire design, sampling approaches, and tabulation planning.
</li><li>Serious MS Skills: MS Office is your friend – you are proficient in Excel and PowerPoint.
</li></ul><li>Strong organizational, multi-tasking, decision-making, and problem-solving abilities along with an analytical aptitude, inquisitive nature, and a passion for uncovering insights;
</li><li>Experience working with survey applications a plus (such as Qualtrics, Google Consumer Surveys, etc.);
</li><li>Background and/or familiarity with quantitative and/or qualitative research methodologies;
</li><li>Proficiency in Microsoft Office (Excel, Access, Word and PowerPoint) including the ability to use macros to increase efficiency in Excel and PowerPoint.
</li></ul><br>
Share our passion. Share our success. Join us in being an <b>#IpsosGameChanger </b>.
<br>
<br>
<b>Additional Information
</b><b><br>
</br></b><br>
Sound like the right place for you? Share our passion. Share our success. And join us in being an <b>#IpsosGameChanger </b>.
<br>
<br>
Please submit a detailed resume that demonstrates you have the experience and abilities we are seeking online by clicking the "" <b>Apply </b>"" button below. We thank all applicants; however only those short-listed for an interview will be contacted.
<br>
<br>
Re<br>
quired </br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Market Research Analyst - Analyst Development Program
223,The Walt Disney Studios,"<span class=""summary"" id=""job_summary"">Empower the business - Support the business to unearth data, transform data, access data, understand data and exploit data
<br>Create awesome software - Use agile techniques to build software and platforms like recommendation engines, analytics engines, advertising engines.
<br>Command data - Leverage petabytes of data, data mining, statistics, machine learning, deep learning, open source, orchestration tools, NoSQL, Apache Spark, Apache Kafka Prosper with us - Work with devops, analysts, data scientists, programmers, marketers, filmmakers, finance, project management, product management and leaders to do amaze, surprise and delight.
<br>XP - 5+ years of programming experience and 3+ years of data pipeline experience. Academic and hobby experience counts.
<br>Speak the language - Be willing to create prose with Java, Kotlin, Scala, SQL, Python, TypeScript, Zsh, or lambdas. Know which to use for the time &amp; purpose.
<br><br>
<b>Achievement Unlocked:</b> Inquisitive, Determined, Scholar - Be up for the challenge
<br>#algorithm and #datastructures fantatic - Have gorged on distributed, parallel and probabilistic algorithms and data structures. Build &gt; buy - Know the power of seeking out and putting together the right open source into a highly flexible and cohesive system instead of purchasing a solution that delivers a portion of the need, stops you from delivering the rest and ties you to your pricey investment. Substantial equivalent research oriented analytical work experience may be acceptable. B.S. or M.S. in Computer Science, Mathematics, Engineering or a Physical Science from an accredited or notable institution preferred.
<br>MS or PhD
<br><br>
At least 18 years of age
<br>Unrestricted work authorization
<br>Available full time for 12 weeks from May/June through August/September
<br>Ability to provide own relocation, housing and transportation. Position is located in Burbank, CA.
<br>Enrolled in a Graduate program at a college/university taking at least one class in the semester prior to participation in the internship program or recently graduated within the last six months
<br>The Walt Disney Company is the global leader in high-quality entertainment and innovative technology. Begin a career that delivers unparalleled creative content and experiences to audiences around the world.
<br>We tell stories. We tell amazing stories. We blow minds. We don’t just want to dominate the silver screen, we want to dominate the conversation. We’re Disney Studios we own brands like Marvel, LucasFilm, Pixar, Disney Animation, Disney Nature and Hollywood Records. We’d like you to join the Data Services and make the magic happen through a different kind of story. Come innovate using data and technology to let our filmmakers, producers and countless others deliver.
<br>Our story starts with a team, an innovative team, a passionate team an ambitious team. We’re starting by disrupting the status quo, by approaching problems using bleeding-edge technologies, by using lean culture, and a Platonic thirst for knowledge. We can do it all. This is only the beginning of our story, join us for the rest.
<br>At least 18 years of age
<br>Unrestricted work authorization
<br>Available full time for 12 weeks from May/June through August/September
<br>Ability to provide own relocation, housing and transportation. Position is located in Burbank, CA.
<br>Enrolled in a Graduate program at a college/university taking at least one class in the semester prior to participation in the internship program or recently graduated within the last six months
<br>The Walt Disney Company is the global leader in high-quality entertainment and innovative technology. Begin a career that delivers unparalleled creative content and experiences to audiences around the world.</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>","Software Engineer - Data, Graduate Intern (Summer 2017)"
224,California State University,"<span class=""summary"" id=""job_summary"">Salary and Hours
<br>
<br>
Work Hours: Monday through Friday, 8:00 a.m. - 5:00 p.m. Summer hours are 7:30 a.m. - 4:00 p.m.
<br>
<br>
Salary Range: $2,656.00 - $4,312.00 Monthly
<br>
<br>
Recruitment / Hiring Range: $2,656.00 - $2,800.00 Monthly
<br>
<br>
Job Summary
<br>
<br>
Under the general lead work direction of the Property Clerk II, this position supports the goals of the Property Management &amp; Central Receiving Departments.
<br>
<br>
Under general supervision, loading and offloading trucks using a forklift, pallet jack, and by hand; inspect freight for damages and process freight using packing slips, shipment manifests, and purchase orders, check and compare goods received against aforementioned criterion for correctness.
<br>
<br>
Notify departments, Procurement and Vendors of any discrepancies; deliver and pickup freight on campus; perform strenuous warehouse work manually and operate a forklift.
<br>
<br>
Enter data into different databases including PeopleSoft receiving module for payment and the Arrival Tracking System database to improve accuracy and maintain shipment and delivery records.
<br>
<br>
Prepare and Submit Service Requests to the Facility Management Services (FMS) moving crew to deliver large, heavy or unwieldy items, utilize handheld remote scanners for delivery confirmation; maintain an organized and clean warehouse; assist the Property Department as needed; maintain accurate and detailed records; answer phones and address questions or concerns customers may have, prepare sensitive documents to be shredded for pickup; perform other duties as assigned.
<br>
<br>
For more information on the Receiving and Shipping Dept: http://www.csus.edu/aba/central-receiving/
<br>
<br>
Benefits/FLSA
<br>
<br>
This position is covered by health benefits, and is non-exempt, (eligible for overtime compensation) according to the Fair Labor Standards Act.
<br>
<br>
For more information on the comprehensive benefits package offered by the University visit:
<br>
http://www.csus.edu/hr/departments/benefits/benefitsprograms.html
<br>
<br>
Minimum Qualifications
<br>
<br>
Knowledge:
<br>
Working knowledge of methods, practices, and equipment used in receiving, storing, packing, and shipping materials and supplies. General knowledge of methods of taking inventories and maintains inventory records.
<br>
<br>
Abilities:
<br>
Ability to match names and numbers quickly and accurately; keep simple records and make simple reports; read and write at a level appropriate to the duties of the position; make simple mathematical calculations; operate powered materials handling equipment; apply safe methods of moving heavy supplies and equipment; perform manual labor.
<br>
<br>
Experience:
<br>
One year of experience assisting in the receipt, storage, or issuance of materials from a centralized stockroom or warehouse, including some experience in the operation of fork lift trucks or similar power-operated materials handling equipment.
<br>
<br>
Prospective applicants who do not have the experience listed may be considered eligible based on other evidence of meeting the above minimum qualifications.
<br>
<br>
License:
<br>
Possess a valid California driverâs license appropriate for each vehicle operated which may include two-axle single-motor and one towed vehicle (e.g., a trailer with a gross weight of 6,000 pounds or less) as required.
<br>
<br>
Required Qualifications
<br>
<br>
Ability:
<br>
1. Ability to read and write, and use correct English grammar at a level appropriate to the duties of this position
<br>
2. Ability to establish and maintain cooperative effective working relationship with staff, faculty, students, and
<br>
the general public
<br>
3. Ability to adapt to change (i.e. work environment, technology)
<br>
4. Ability to frequently move, lift, carry up to 75lbs materials on a daily basis
<br>
<br>
Skills:
<br>
5. Proficiency in Microsoft Word, Excel, Outlook, internet search engine, database, tracking software
<br>
<br>
Other:
<br>
6. Ability to frequently move, transport, lift, and/or carry up to 75lb.
<br>
<br>
Conditions of Employment:
<br>
-Ability to pass background check
<br>
<br>
Preferred Qualifications
<br>
<br>
7. Three yearsâ experience as a Warehouse Worker or Receiving Clerk in a University or Public Institution.
<br>
8. One year experience working or assisting in Asset Management and or Procurement.
<br>
9. Experience using package delivery software or inventory tracking software.
<br>
10. Forklift certified.
<br>
<br>
License/Certification
<br>
<br>
Possess a valid California driver's license appropriate for each vehicle operated which may include two-axle single-motor and one towed vehicle (e.g., a trailer with a gross weight of 6,000 pounds or less) as required. Safe driving record required.
<br>
<br>
Eligibility Verification
<br>
<br>
Candidate selected will be required to provide proof of eligibility to work in the U.S.
<br>
<br>
California State University, Sacramento is not a sponsoring agency for Staff or Management Positions (i.e. H1-B VISAS)
<br>
<br>
Background Check
<br>
<br>
A background check (including a criminal records check) must be completed satisfactorily before any candidate can be offered a position with California State University, Sacramento. Failure to satisfactorily complete the background check may affect the application status of applicants or continued employment of current California State University, Sacramento employees who apply for the position.
<br>
<br>
Child Abuse and Neglect Report
<br>
<br>
The person holding this position is considered a ""mandated reporter"" under the California Child Abuse and Neglect Reporting Act and is required to comply with the requirements set forth in the California State University Executive Order 1083 as a condition of employment.
<br>
<br>
Equal Employment Opportunity
<br>
<br>
California State University, Sacramento is an Affirmative Action/Equal Opportunity Employer and has a strong institutional commitment to the principle of diversity in all areas. We consider qualified applicants for employment without regard to race, color, religion, national origin, age, gender, gender identity/expression, sexual orientation, genetic information, medical condition, marital status, veteran status, or disability. Sacramento State hires only those individuals who are lawfully authorized to accept employment in the United States.
<br>
<br>
It is the policy of California State University, Sacramento to provide reasonable accommodations for qualified persons with disabilities who are employees or applicants for employment. If you need a disability related reasonable accommodation as part of the application and/or interviewing process, visit http://www.csus.edu/hr/departments/equal-opportunity/index.html
<br>
<br>
The University is committed to creating an education and working environment free from discrimination, sexual harassment, sexual violence, domestic violence, dating violence, and stalking. For more information on mandatory training for new employees, visit http://www.csus.edu/hr/departments/equal-opportunity/Information%20for%20Job%20Applicants.html
<br>
<br>
Jeanne Clery Disclosure of Campus Security Policy and Crime Statistics Act and Campus Fire Safety Right-To-know Act Notification. For additional information, visit http://www.csus.edu/aba/police/
<br>
<br>
Hiring Preference
<br>
<br>
Eligible on-campus applicants in California State University Employees Union (CSUEU) Bargaining Units 2, 5, 7, and 9 will be given first consideration in the recruitment.
<br>
<br>
Application Deadline
<br>
<br>
Date of close: 11:59 p.m., Wednesday, March 8, 2017.
<br>
<br>
How To Apply
<br>
<br>
Applications are only accepted through the Sacramento State jobs webpage located at http://www.csus.edu/about/employment/. Once there, applicants can also click on the instructions link to see how to apply. External applicants can apply by clicking on the Staff and Management Opportunities at Sacramento State link. Internal applicants can apply by logging on My Sac State.
<br>
<br>
Please note: Resumes will not be accepted in lieu of application.
<br>
<br>
Candidate must attach the following materials to the on-line application:
<br>
<br>
1. Letter of interest (Cover letter).
<br>
2. Current curriculum vitae/resume.
<br>
3. Three (3) references who can speak to a broad range of candidate's professional qualifications (including name, title, and telephone number).
<br>
<br>
For questions regarding this search, contact:
<br>
Robert Bartley
<br>
916.278.3884
<br>
rbartley@csus.edu
<br>
<br>
For technical assistance with the application, please contact our IT help desk at 916.278.7337.</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Warehouse Worker (101952)
225,UCLA Health,"<span class=""summary"" id=""job_summary"">Under the direction of the Statistician and Principal Investigators, the employee will be primarily responsible for complex data management/manipulation, data cleaning, constructing analytic models that incorporate statistical techniques including propensity score matching and weighting, use of synthetic controls, doubly robust methods, simulation methods, and multiple imputation to evaluate the impact of both practice-level redesign and intensive patient-level care management on several clinical and cost outcomes among patients with diabetes. The employee will be the lead programmer on multiple analyses intended for publication in peer-reviewed scientific journals. The employee will also work closely with counterparts providing the data from an external organization, and coordinate all data transfers to UCLA while ensuring ongoing data security and compliance with a detailed data use agreement governing all use of said data. The individual will work closely with the project Statisticians and Principal Investigators.
<br>
<br>
<b>Job Qualifications
</b>Knowledge and experience with database spreadsheet software and statistical package on both PC computing environemnt and UNIX; Expertise with database design; Extensive experience with statistical programming such as SAS and STATA; Extensive experience with analyzing administrative claims data; Master's degree in Biostatistics/Statistics or related field; Effective oral and written communication; Ability to perform task and duties with minimal supervision; Abiltiy to maintain confidential research records; Some medical and/or health services research knowledge; Familiarity with medical terminology; Ability to quickly gain proficiency in new applications development tools and languages; Abiltity to resolve software and/or statistical problems and provide needed solutions; Skill in analyzing information, problems, situations, practices or procedures to define the problem or objective, identify relevant concerns, patterns tendencies or relationships, formulate logical and objective conclusions, recognizing their implications, and recommend/implement the appropriate solutions; Ability to establish and maintain cooperative working relationships with Department faculty, staff and administrators; Working knowledge of client/server applications and technology and their implementation; Famility with data modeling procedures; Ability to perform duties and tasks independently with minimal supervision; Demonstrated ability to establish and maintain cooperative working relationships with other staff members and faculty. The following skills, knowledges, and abilities are preferred: Knowledge/understanding of theoretical and mathematical literature; Experience with analyzing Medicaid claims data.</br></br></span>",Programmer/Analyst III
226,Amtec,"<span class=""summary"" id=""job_summary""><p>The Rate Analyst will primarily be responsible for projects related to various tariff rate and regulatory filings, including development of general rate cases (GRC) and interim Advise Letters (AL), and rate testing for customer billing system. Analyst assists other department analysts with development of financial and economic related analysis.</p><p>The Rate Analyst works closely with the Energy Resource Manager and keeps him informed of all work supporting Energy Resource Department areas of responsibility. As a responsible professional, the incumbent in this position must have the ability to work independently, exercise initiative and judgment in the performance of the core job responsibilities of this position. The incumbent also needs to be skilled in the ability to answer questions, draw conclusions and make recommendations as needed to facilitate a dynamic and high performance organization.</p><p><b>Essential Duties and Responsibilities</b></p><ul><li>Lead role in developing GRC application</li></ul><ul><li>Serves as or support rate design witness in GRC hearings</li></ul><ul><li>Cost of service (COS) analysis support of unbundled rates</li></ul><ul><li>Develops Marginal Cost (MC) studies</li></ul><ul><li>Customer loads profile analysis</li></ul><ul><li>Understand billing system and its limits on innovative customer rates (DMS, etc.)</li></ul><ul><li>Monitor and follows other utility rate design filings</li></ul><ul><li>Maintains BVES rate history (average bill to residential customer over time)</li></ul><ul><li>Develops and updates special rates (Added Facilitis, Demand Response, etc.)</li></ul><ul><li>Maintains a Results of Operation (SOE) model Assists with filing of advice letters to change/update rates as needed</li></ul><ul><li>Performs detail rate and other analysis for customers</li></ul><ul><li>Acts as resident rate expert</li></ul><ul><li>Other duties as assigned</li></ul><p><b>Minimum Qualifications</b></p><ul><li>Bachelor's degree in Business Administration, Economics, Math, Statistics, or related field</li></ul><ul><li>Three years of utility experience in regulatory accounting/finance, economics and/or pricing</li></ul><ul><li>Understanding of utility tariffs, rate design and utility contracts</li></ul><ul><li>Understanding of engineering and statistics</li></ul><ul><li>Proficiency in Microsoft Office and databases</li></ul><ul><li>Statistical model development experience.</li></ul><ul><li>Strong written, interpersonal and presentation skills</li></ul><ul><li>Strong to excellent analytical and communication (both oral and written)</li></ul><p><b>May include but not limited to standing, climbing, walking, lifting, bending, pulling and/or pushing, grasping, reaching, stooping, and crouching, sitting, typing, walking, reading, writing, color determination, speaking and listening for extended periods of time.</b></p><p><b>Qualities of a Successful Rate Analyst</b></p><ul><li>Trustworthy; strong personal integrity</li></ul><ul><li>Demonstrates strong level accountability and ownership</li></ul><ul><li>Executes with discipline and urgency</li></ul><ul><li>Demonstrated impact and Influencing skills</li></ul><ul><li>Strong written and verbal communication skills; solid presentation skills</li></ul><ul><li>Collaborative and team oriented</li></ul><ul><li>Exhibits professionalism with internal and external contacts</li></ul><ul><li>Organized with strong attention to detail and time management skills</li></ul><ul><li>Data analysis skills including ability to use advanced features of Excel (pivot tables, graphs, charts)</li></ul><ul><li>High degree of initiative; self-starter</li></ul><p>Job Type: Full-time</p><p>Salary: $80,000.00 /year</p><p>Job Location:</p><ul><li>San Dimas, CA</li></ul><p>Required education:</p><ul><li>Bachelor's</li></ul><p>Required experience:</p><ul><li>Marginal Cost Studies: 3 years</li><li>Cost of Service (COS) Analysis: 3 years</li><li>Advise Letter (AL): 3 years</li><li>General Rate Cases (GRC): 3 years</li><li>Utilities industry: 3 years</li></ul></span>",Rate Analyst
227,NBCUniversal,"<span class=""summary"" id=""job_summary"">About Us
<br>
NBCUniversal is one of the world’s leading media and entertainment companies in the development, production, and marketing of entertainment, news, and information to a global audience. NBCUniversal owns and operates a valuable portfolio of news and entertainment television networks, a premier motion picture company, significant television production operations, a leading television stations group, and world-renowned theme parks. NBCUniversal’s policy is to provide equal employment opportunities to all applicants and employees without regard to race, color, religion, creed, gender, gender identity or expression, age, national origin or ancestry, citizenship, disability, sexual orientation, marital status, pregnancy, veteran status, membership in the uniformed services, genetic information, or any other basis protected by applicable law.
<br>
<br>
Career Level
<br>
Experienced
<br>
<br>
Country
<br>
United States
<br>
<br>
State/Province
<br>
California
<br>
<br>
City
<br>
Universal City
<br>
<br>
Responsibilities
<br>
<b>Role Summary:
</b><br>
The distribution analyst is an integral member of the Universal domestic theatrical distribution team. This position will support the domestic distribution executive team in forecasting and analyzing box office for both Universal and competitor’s films. The qualified candidate will have strong analytical and statistical skills and be able to parse large amounts of data. In addition, the candidate will have a passion for the motion picture business, box office information and interest in Social Media.
<br>
<br>
<b>Essential Responsibilities:
</b><br>
<li>Support senior executives in modeling for domestic box-office and print distribution expenses, based on comparable film data.
<br>
<li>Using historical film performance, develop relevant statistics for Universal’s film openings based on each film’s characteristics (e.g. rating, genre, time of year)
<br>
<li>Assist with maintaining film release calendar. Develop external/internal contacts to compile information for internal databases.
<br>
<li>Work with team to develop tools to refine current procedures.
<br>
<li>Research, organize and participate in a variety of inter-departmental projects.
<br>
<li>Assist with special analytical projects and other duties as assigned.
<br>
<br>
Qualifications/Requirements
<br>
Basic Qualifications:
<br>
<li>Bachelor’s Degree, Finance or related field.
<br>
<li>Minimum 2 years’ experience in finance.
<br>
<li>Advanced Microsoft Excel and PowerPoint proficiency.
<br>
<li>Strong analytics and problem-solving skills, with demonstrated initiative.
<br>
<li>Outstanding interpersonal skills, team ethic, and the ability to interact with all levels of management.
<br>
<li>Ability to multi-task and prioritize work assignments and work well under pressure.
<br>
<li>Must be accurate, highly organized with great attention to detail.
<br>
<li>Could be required to work -early mornings, evenings, weekends and holidays.
<br>
<li>Knowledge of Universal and Focus Features film libraries a plus.
<br>
<br>
Eligibility Requirements:
<br>
<li>Interested candidates must submit a resume/CV online to be considered
<br>
<li>Must have unrestricted work authorization to work in the United States
<br>
<li>Must be covered by Solutions, NBCU’s Alternative Dispute Resolution Program</li></br></li></br></li></br></br></br></li></br></li></br></li></br></li></br></li></br></li></br></li></br></li></br></li></br></br></br></br></li></br></li></br></li></br></li></br></li></br></li></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Distribution Analyst
228,Autodesk,"<span class=""summary"" id=""job_summary"">Analyst, Business Strategy &amp; Analytics
17WD22711
Americas-United States of America-California-San Francisco
<br>
Description
<br>
</br></br></span>","Analyst, Business Strategy & Analytics"
229,Expa,"<span class=""summary"" id=""job_summary"">Ando is looking for an exceptional Data Scientist to join our mobile-first food delivery brand. Our company sits at the intersection of culinary arts and technology. We are looking for someone that can help unleash the creative potential of our world-class culinary team by leveraging data and strategic analysis. This role reports to the Head of Business Operations
<br><br>
We’re a multidisciplinary team aiming to change the way food is designed, curated and delivered using a data-driven approach. As our first Data Scientist, you will be on the cutting edge of analysis, leveraging our data sources to propose new ideas, run and analyze experiments, create dashboards, build predictive models, and facilitate market-moving insights in order to drive key strategic decisions across the organization.
<br><br>
The ideal candidate should love doing everything from coming up with questions to ask, to conceptualizing balanced metrics, to actually constructing the code to pull those metrics out of databases and big data stores alike. You love learning, data, scale and agility.
<br><br>
Responsibilities
<br>----------------
<br><br>
<ul>
<li>Perform intensive analysis across all areas of our business to drive continuous improvement, operational efficiency, and product development</li>
<li>Build user, courier, and kitchen behavioral models</li>
<li>Design experiments and interpret the results to draw detailed and actionable conclusions</li>
<li>Generate ideas for exploratory analysis to shape future projects and provide recommendations for actions</li>
<li>Perform time-series analyses, hypothesis testing, and causal analyses to statistically assess relative impact and extract trends</li>
<li>Collaborate with cross-functional teams across disciplines such as culinary, product, engineering, operations, and marketing</li>
</ul>
Qualifications
<br>--------------
<br><br>
<ul>
<li>Ph.D. or Master’s Degree in operations research, applied statistics, data mining, machine learning, computer science, physics or a related quantitative discipline, OR equivalent work experience</li>
<li>Deep understanding of statistical and predictive modeling concepts, clustering and classification techniques, and recommendation and optimization algorithms</li>
<li>Ability to conceptualize business issues, formulate hypotheses, gather results, analyze data, and make appropriate recommendations for change</li>
<li>Expert in the use of statistical analysis environments such as R, MATLAB, SPSS or SAS</li>
<li>Experience with BI tools. You’re as comfortable with relational databases as you are with Hadoop-based data mining frameworks. You are familiar with SQL. Bonus points for Python, JavaScript, and writing scripts to massage data</li>
<li>Our stack: Metabase on Postgres for BI dashboards, MongoDB for production data</li>
</ul>
Benefits
<br>--------
<br><br>
This is a full-time role with comprehensive medical, dental, and vision insurance. We offer pre-tax flexible spending accounts for both health and transportation.
<br><br>
About Ando
<br>----------
<br><br>
Ando is a new online restaurant from Momofuku and Expa, serving food specifically made for delivery.
<br><br>
We have offices in the SOMA district of San Francisco and in Soho New York City. Both offices are absolutely stunning, with fun atmospheres and amazing, brilliant people.</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Data Scientist
230,Daybreak Games,"<span class=""summary"" id=""job_summary""><b>Here at Daybreak, we make games that bring people together:</b> to build them and to play them. Together we have built and introduced some of the most famed and beloved gaming franchises to millions of players worldwide including H1Z1®, DC Universe™ Online, PlanetSide®, and EverQuest®. Daybreakers are obsessed with the entire creation process and passion for play is what makes us one with our players. From group raiding epics in Norrath to watching our favorite streamers ravage zombies in the post-apocalypse, we are devoted to delivering the ultimate gaming experience to our communities.
<br><br>
Let’s make games better together. Are you up for the challenge? Here’s some specifics on what we’re looking for…Daybreak Games is seeking an experienced, well-versed Vice President, Data &amp; Analytics to lead a talented, best in class team towards the next evolution of our data efforts. A critical thinker with a focus on data management, governance, risk control, process improvement and performance enhancement; combined with proven methodologies to create business value through leveraging data.
<br><br>
This critical role will oversee the vision and strategy for enabling our robust data pipelines to become an asset through seamless accessibility and end-to-end mapping creating actionable insights as well as fulfill our games as a service business model.YOU WILL: Develop a comprehensive enterprise-wide data management framework, including baseline architecture that scales as the player base grows.Manage many diverse sets of inputs, applications, software and cloud solutions to create a robust, efficient, and cost effective pipeline.Oversee a companywide effort to connect data sources end to end from web based marketing analytics to accounts &amp; commerce and game telemetry.Partner with stakeholders and business units to create scalable dashboards and custom analysis to dissect player behavior, gain deeper insights, embed that knowledge into models, and share new discoveries across the business.Educate business units to establish data-driven and highly informed decision-making capabilities, including analysis of and insight into player acquisition, engagement &amp; monetization.Develop a deep bench of analytics &amp; data science capabilities to take our data into the realm of being highly actionable, predictive and serving the needs of our player base.Collaborate with other departments including game teams to create an ingestion system for the game engines/clients to be able to receive data to enable A/B testing and serve curated, targeted end user messaging.Be responsible for enterprise wide data governance. Organize and implement policies, procedures, structures, roles &amp; responsibilities that outline and enforce rules of engagement, decision rights, and accountabilities for the effective collection, management and maintenance of informational assets.YOU ARE: College educated, a Bachelor’s degree required, Masters or Doctorate a plus (advanced degree in a quantitative discipline e.g. statistics, mathematics, economics, finance, physics, etc.).A seasoned pro, you have done this before and you are bringing best practices that can be applied immediately.Well versed in SQL, PL/SQL or other related database programming language.You have strong knowledge of data warehousing best practices and experience with databases technologies like Oracle, Teradata and Vertica.You have practical, applied experience in building Customer Relationship Management (CRM) tools &amp; systems.A great leader and communicator and know how to navigate cross-departmental waters to articulate a vision and bring it to life.You love getting your hands dirty and mentor through leading by example, resolving problems, and making critical decisions.You appreciate gaming, even if it’s not through industry experience. You understand how a gamer thinks and what types of information would be critical to a gaming company.You are well versed in many 3rd party services, applications, cloud data solutions and can bring with you a network of potential solutions.You have at least 10 years of experience in data management/business intelligence and 3+ as a leader.Think you’re Daybreaker material?
<br><br>
Send us your resume and cover letter. Make sure to include your Twitch/YouTube channel (if you have one), social media handles, and/or link to your portfolio. We are looking for people who don’t just upload their basic resume, but rather, are looking to get noticed. So, go ahead, impress us!
<br><br>
Daybreak Game Company LLC is a recognized worldwide leader in massively multiplayer online games. Best known for blockbuster hits and franchises such as H1Z1®, DC Universe™ Online, PlanetSide®, and EverQuest®, Daybreak creates, develops, and provides compelling online entertainment for millions of gamers worldwide. To top it off, we are making games in two of the coolest cities in the United States: San Diego, California, and Austin, Texas.Daybreak Games is an Equal Opportunity Employer, committed to Diversity in the Workplace.ABOUT DAYBREAK SAN DIEGO: Our headquarters is where gaming culture and the So Cal vibe collide; creating a vibrant work environment that epitomizes our belief that every day should be well played. From our four-legged canine friends who can accompany us to work each day to company movie viewings, the perks of working at Daybreak San Diego extend well beyond the beautiful weather in this prime location.
<br><br>
Access to the local gym, as well as on-site fitness classes, board game nights, and a strong appreciation for the local craft brew scene (we even turned one of our original game servers into an on-site kegerator) are just some of the ways that working at Daybreak San Diego isn’t just about having job; it’s about being part of a community.</br></br></br></br></br></br></br></br></br></br></span>","Vice President, Data & Analytics"
231,JLL,"<span class=""summary"" id=""job_summary"">SUMMARY
</span>",Research Intern
