,company,description,title
30,Realogy Corporate,"<span class=""summary"" id=""job_summary"">Requisition 36988
<br><br>
About ZapLabs LLC
<br>ZapLabs ( www.zaplabs.com ) is the innovation and technology hub for global real estate leader Realogy Holdings Corp. (NYSE: RLGY), and the driving force behind inventive technology for brokers and agents affiliated with Realogy’s world renowned real estate brands. ZapLabs delivers its highly effective consumer, sales associate and broker solutions in support of Realogy’s leading franchise brands and is positioned to expand the scope of its technology development efforts to encompass Realogy’s other business segments, including residential brokerage, relocation and settlement services. ZapLabs is headquartered in Emeryville, California.
<br><br>
Junior Data Analyst
<br><br>
ZapLabs’ Data team is looking for data geeks. The Junior Data Analyst will work closely with ZapLabs’ data scientists, product managers, engineers and senior leadership to provide insights and analyses that drive product strategy, innovation, and adoption of ZapLabs’ consumer and business products.
<br><br>
Key Responsibilities
<br>Acquire, clean, and structure data from multiple sources, including Google Analytics, AdWords, and internal databases
<br>Analyze data to discover and interpret trends, patterns, and relationships
<br>Monitor and evaluate Search Marketing (SEO/SEM) performance and opportunities
<br>Work cross-functionally to establish instrumentation and reporting standards
<br>Create dashboards and reports to communicate actionable data
<br>Review data quality and provide guidance and controls to upstream data providers and sources
<br>Perform ad hoc data requests
<br><br>
Qualifications
<br>Bachelor’s degree in Mathematics, Statistics, Computer Science, Engineering, or other quantitative field from a top educational institution
<br>0-3 years of relevant experience preferred; equivalent combination of education and experience will be considered
<br>Highly analytical and quantitative, with strong attention to detail
<br>Self-starter with excellent written and verbal communication as well as interpersonal skills
<br>Ability to thrive in a fast-paced, ambiguous, interruptive environment
<br>Ability to work independently as well as work collaboratively toward a common goal
<br><br>
N ice to Have
<br>Experience with Google Analytics and SQL required
<br>Advanced computer and modeling skills, with high proficiency in Excel modeling, data mining, and scenario analysis
<br>Extensive LOTR or Star Wars knowledge
<br><br>
<b>Note:</b> Nothing in this job description restricts management’s right to assign or reassign duties and responsibilities to this job at any time.
<br><br>
Realogy Holdings Corp. and its subsidiaries are committed to providing equal employment opportunity (“EEO”) and will make employment decisions without regard to race, color, religion, national origin, citizenship, age, sex, gender, sexual orientation, sexual preference, gender identity or gender expression, veteran status, marital status, disability, or any other characteristic protected under applicable laws and regulations. All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of disability, protected veteran status or any other characteristic protected under applicable laws and regulations. Under the Americans with Disabilities Act and other applicable laws Realogy will provide reasonable accommodation to disabled applicants upon request during the application process to ensure equal opportunities to be considered for employment.
<br><br>
To learn more about Realogy and the accomplishments of our brands, log on to www.realogy.com . #LI-LY1
<br><br>
Realogy Holdings Corp. is an equal opportunity employer and is committed to diversity in its hiring and business practices. All qualified candidates are encouraged to apply.
<br>EOE AA M/F/Vet/Disability
<br>ZIP123</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Junior Data Analyst
31,Intel,"<span class=""summary"" id=""job_summary"">Job Description
</span>",Sr. Data Analyst
32,tispr,"<span class=""summary"" id=""job_summary"">Experience start-up momentum!
<br>
<br>
tispr is the mobile services marketplace to discover, connect and collaborate with talented, independent, and skilled persons locally.
<br>
<br>
We are dedicated to building the new home for work; a reliable, safe, and self-sustaining community that empowers people to instantly connect and collaborate on any project. We’re looking for great people who are passionate about helping to rapidly grow the independent workforce and change the lives of millions of American freelancers. It’s a mission that takes some serious smarts, intense curiosity, and dedication to be the best. Come explore endless talents with us.
<br>
<br>
<b>Summary
</b><br>
<br>
tispr is seeking a <b>Marketing </b><b>Data Analyst </b>who is self-motivated, passionate, and motivated by a strong data culture. This role is highly cross-functional, which means you will get to work with product, engineering, business development, and marketing teams. Become part of our ambitious and colorful startup team and work hands-on with a fast-growing tech company!
<br>
<br>
<b>What you’ll do
</b><br>
<br>
We are looking for an analytics-driven Digital Marketing Analyst to help plan, analyze, and monitor digital marketing campaigns. You will manage all testing, analysis, and improvement of our various conversion points in the marketing funnel. This role will also be responsible for oversight and performance of SEM, SEO, ASO, Paid Display, Mobile and Social campaigns and website performance reporting. You will work closely with the Analytics and Marketing team to identify and explore opportunities for new data sources and reporting functionality.
<br>
<br>
<b>Responsibilities Include:
<br>
</br></b><ul><li>Reporting on high-quality, targeted media buys for Digital (including Search, Display, Email and Social Media) advertising campaigns
<br>
</br></li><li>Support the Product Team in ad-hoc analytics
<br>
</br></li></ul><ul><li>Work with a variety of software platforms, including Google AdWords, Google Analytics, Google Tag Manager, GDN, Doubleclick, retargeting, DSPs, PPC and social media platforms
<br>
</br></li><li>Partner with the Analytics Team and digital agencies to track and analyze performance by channel, conduct A/B and multivariate tests, establish reporting infrastructure, and communicate out results, strategic insights and action plans on a weekly, monthly and quarterly basis
<br>
</br></li><li>Analyze website traffic and behavior to provide feedback and strategies to improve user experience and conversion rates
<br>
</br></li><li>Partner with Marketing to increase retention and leverage CRM data in Acquisition Marketing channels, including display retargeting, lookalike targeting, dynamic ads, remarketing lists for search ads, etc.
<br>
</br></li><li>Reporting on keyword, seasonality and freelancer trends, impact of changes and latest results
<br>
</br></li><li>Utilize additional research tools to improve site rankings and make digital media campaigns more effective and efficient
<br>
</br></li><li>Develop insights, Key Performance Indicators and visual dashboards; reporting to management and project teams
<br>
</br></li><li>Work internally with Branding &amp; Communications to plan campaigns, collaborative development of ad content, and provide ongoing campaign reporting and recommendations
<br>
</br></li><li>Work closely with cross-functional teams (engineering, product, creative, marketing, operations) to align marketing strategies with the goals and objectives of the overall business designed to increase engagement, retention and loyalty
<br>
</br></li><li>Stay apprised of data and analytics technologies within the digital marketing industry
<br>
</br></li><li>Identify new opportunities to acquire new users in a scalable manner, such as growth hacking
</li></ul><b>Requirements</b><br>
<ul><li>:
What to bring
<br>
• Bachelor’s Degree in Marketing, Business, Data Analytics or related fields
<br>
• At least 2-3 years in online marketing, online advertising, traffic acquisition, and marketing analytics
<br>
• Self-directed - Strategic, Independent thinking, motivation and creativity
<br>
• Paid Search and Display experience (including social, mobile and video) is required, but ideally you’ll have additional experience with some of the following: SEO, Affiliates, Influencers, Referral, Digital Radio, etc.
<br>
</br></br></br></br></br></li><li>Experience with multi-channel, cross-platform marketing campaigns with proven track record of meeting and exceeding ROI objectives
<br>
</br></li><li>Experience with 1st and 3rd party data, specific targeted audience segments and customer segmentation
<br>
</br></li><li>Precise and polished communicator / presenter, expertly organized with a strong ability to translate data into actionable insights
<br>
</br></li></ul><ul><li>Experience with reporting platforms including Google AdWords, Google Analytics, Google Tag Manager, Bing Ads, DSPs, PPC and social media platforms
<br>
</br></li></ul><ul><li>Flexible and positive personality. For example, if you haven’t done something before, you immediately move into ‘how do I accomplish this’ mindset.
</li></ul><br>
<b>Bonus points, if you have
<br>
</br></b><ul><li>Knowledge of JIRA and Confluence, as well as, experience working in Scrums
<br>
</br></li><li>Technical experience or acumen to manage database integration for accurate reporting and experience with Mailchimp, Mandrill, Appboy &amp; Appsflyer
<br>
</br></li><li>Ability to set up and manage CRM systems
<br>
</br></li></ul><ul><li>Expert level proficiency in excel and an advocate of using data to make business decisions, build business cases and support campaign optimizations
<br>
</br></li><li>Highly motivated with an entrepreneurial spirit and ability to work independently, while also able to build strong internal relationships and build consensus on critical initiatives
<br>
</br></li><li>Strong analytical and problem solving skills; comfortable leveraging large amounts of data to drive decisions and a passion for continuous testing and optimization
<br>
</br></li><li>Strong business acumen. Ability to operate in a fast-paced environment, managing multiple projects simultaneously and prioritizing time and resources based on business impact</li></ul></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Marketing Data Analyst
33,Sacramento Natural Foods Co-op,"<span class=""summary"" id=""job_summary""><p><b>To Apply - all candidates must express interest at: https://apply.coolworks.com/sacfoodcoop/job-details.asp?JobID=50615</b></p><p>Reports to: Finance Manager</p><p>Classification: Full-time</p><p>FLSA Status: Non-Exempt</p><p><b>POSITION SUMMARY: </b></p><p>Under the direction and guidance of the Finance Manager, the Data Analyst is responsible for ensuring effective and consistent decisions are made regarding purchasing, product mix and resource management. The Data Analyst provides reporting and research for ordering, cost-of-goods and inventory practices. This position will turn various degrees of data into information, information into insight and insight into sound business decisions and recommendations for change in product management. This position supports and provides effective analyst through a commitment to uphold Sacramento Natural Foods Co-op’s purposes and mission and in a manner that strengthens the cooperative identity.</p><p><b>ESSENTIAL DUTIES AND RESPONSIBILITIES</b></p><ul><li>Design, develop and distribute key indicator reports on inventory, sales and operational activity to appropriate personnel.</li><li>Proactively interpret data, analyze results and provide timely reporting to all stakeholders and management.</li><li>Assist in the development and implementation of databases, data collection systems, data analytics and other strategies and tactics that optimize operational efficiency and performance.</li><li>Acquire data from internal and external data sources and maintain databases and data systems.</li><li>Identify, analyze, and interpret trends or patterns in complex data sets.</li><li>Filter and organize data by reviewing system reports and performance indicators to identify and correct systems and process problems.</li><li>Work with management to prioritize business and information needs.</li><li>Locate and define new process improvements opportunities and communicate them to appropriate individuals.</li><li>Engage and support all business operations as well as vendor activities.</li><li>Maintain knowledge of trends and systems for maintaining and reporting on inventory and cost-of-goods.</li><li>Conducts physical and electronic inventory counts as needed.</li></ul><p>Other Duties</p><ul><li>Abide by all co-op policies and procedures.</li><li>Supports the values of the cooperative principles in their daily work.</li><li>Performs other duties and works in other department and events as assigned.</li><li>Upholds General Responsibilities daily.</li></ul><p><b>ESSENTIAL SKILLS AND EXPERIENCE</b></p><p>To perform the job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, ability and/or experience required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.</p><ul><li>Working knowledge of Point of Sales Systems and other pricing software.</li><li>High School Diploma, GED or equivalent certificate.</li><li>Language Ability</li><li>Comprehend complex instructions, correspondence, memos and administrative reporting.</li><li>Communicate effectively in oral or written form.</li><li>Effectively present information to people of diverse backgrounds in both one-on-one and group environments.</li><li>Reasoning Ability</li></ul><ul><li>Apply common sense understanding to carry out detailed written and oral feedback and explanation.</li><li>Deal with problems involving a few concrete variables in standardized situations.</li><li>Prioritize multiple tasks, objectives and manage their own work. * Computer Skills</li></ul><ul><li>Use of word processing, spreadsheet (MS Office), email and internet software.</li><li>Proficiency in typing skills * Problem Solving</li></ul><ul><li>Identifies and resolves problems in a timely manner.</li><li>Reports problems to appropriate individuals.</li><li>Gathers and analyzes information skillfully.</li><li>Improves processes and services. * Adaptability</li></ul><ul><li>Consistently modifies and adapts to meet management’s expectations.</li><li>Manages competing demands.</li><li>Able to deal with frequent change, delays or unexpected events. * Attendance and Punctuality</li></ul><ul><li>Ensures compliance with attendance standards.</li><li>Provides adequate notification and coverage when absent.</li><li>Arrives to meetings, appointments and other commitments on time.</li><li>Available to work evenings and weekends. * Dependability</li></ul><ul><li>Responds to management’s direction.</li><li>Commits to long hours of work when necessary to reach goals and work assignments.</li><li>Completes tasks on time or notifies appropriate persons with status updates and alternate plans. * Quality</li></ul><ul><li>Demonstrates accuracy and thoroughness.</li><li>Looks for ways to improve and promote quality.</li><li>Applies feedback to improve performance</li><li>Monitors own work to ensure quality and improves work performance as needed. * Project Management</li></ul><ul><li>Develops project plans and coordinates projects as needed.</li><li>Completes projects on time. * Knowledge and ability to accurately record essential elements of meeting proceedings. Ability to record a brief, clear and accurate summary of meeting discussions</li><li>Ability to work with people of diverse backgrounds.</li><li>General clerical and archival skills.</li><li>Excellent attention to detail.</li></ul><p><b>DESIRED SKILLS AND EXPERIENCE: </b></p><ul><li>Working knowledge of point-of-sale systems: Catapult, CostGuard, Cheftec and/or Sage.</li><li>Interest and/or experience in natural foods, cooperatives and/or value based organizations.</li><li>Associates of Arts or Bachelors of Arts degree.</li></ul><p><b>ESSENTIAL PHYSICAL REQUIREMENTS</b></p><p>The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.</p><ul><li>Required Daily</li></ul><ul><li>Sitting and reviewing information on a computer screen or on paper for extended period of time.</li><li>Use of hands, arms and wrists to type and other task; which includes: reaching, grasping, handling, feeling, touching.</li><li>Walking</li><li>Lifting and moving up to 25 pounds</li><li>Talking and hearing</li><li>Climbing, stooping and balancing</li></ul><p><b>WORK ENVIRONMENT</b></p><p>The work environment described her are representative of those and employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.</p><ul><li>The duties of this position are performed in a well-lighted, temperature-controlled office environment.</li><li>The noise level may range from quiet to relatively noisy.</li><li>Occasionally may be exposed to smells and odors that may range from natural to chemical.</li></ul><p><b>IMPORTANT DISCLAIMER NOTICE: </b></p><p><b>This is an FLSA Non-Exempt position. The job duties, elements, responsibilities, skills, functions, experience, educational factors and the requirements and conditions listed in this job description are representative only and not exhaustive of the tasks that an employee may be required to perform. The employer reserves the right to revise this job description and general responsibilities at any time and require employees to perform other tasks as circumstances or conditions of its business, competitive considerations or the work environment change.</b></p><p>Job Type: Full-time</p></span>",Data Analyst
34,"Spencer Reed Consulting, LLC","<span class=""summary"" id=""job_summary""><p>The <b>Data Analyst</b> is primarily responsible for preparing quality and timely <b>Quality Assurance reports</b> that produce and maintain an ongoing trending in order to ensure audit results are captured accurately.</p><ul><li>Collect, extract, sort and organize data for various analyses utilizing internal and external sources</li><li>Prepare monthly reporting utilizing audit results as well as other sources</li><li>Maintain an ongoing trending (various Excel spreadsheets)</li><li>Collect applicable data throughout the month</li><li>Provide extensive monthly and quarterly Excel Spreadsheets directly used for Director, Quality Assurance presentations to the Board of Directors.</li><li>Assists in creating and maintaining databases used for analysis.</li><li>Collaborate with Director, QA on ways to expand current reporting, always seeking to improve and capture data in best way(s) possible.</li></ul><p><b>Qualifications</b></p><ul><li>High school diploma or equivalent required along with 2 years extensive working knowledge and skill of MS Excel.</li><li><b>Expert level using MS Excel;</b> experienced level using MS Word, MS PowerPoint, and Adobe.</li><li>Manage multiple files, requests and deadlines; strong sense of urgency and responsiveness.</li></ul><p>Job Type: Full-time</p><p>Salary: $24.00 /hour</p><p>Job Location:</p><ul><li>San Diego, CA 92123</li></ul><p>Required education:</p><ul><li>High school or equivalent</li></ul><p>Required experience:</p><ul><li>Advance Excel: 3 years</li><li>Excel Formulas: 3 years</li><li>Data Analyst: 2 years</li><li>Excel Charts &amp; Graphs: 2 years</li></ul></span>",Data Analyst
35,TheInboxExperts LLC,"<span class=""summary"" id=""job_summary""><p>*SEEKING DATA ANALYST FOR ONLINE MARKETING FIRM<br/>*</p><p>Candidate will work closely with our email marketing team to analyze trends within our promotions, data segments, and campaign creative. Duties include day-to-day operations, hitting revenue targets, identifying trends, and developing models to maximize the performance of our marketing campaigns.</p><p>The Data Analyst position will support the email marketing team to plan and execute online marketing programs, including but not limited to:</p><ul><li>Assist with email marketing campaigns, including contact strategy, targeted emails, and testing and coordinating promotions with the marketing department</li><li>Interpret, analyze and optimize email campaigns</li><li>Monitor financial results through regular performance reporting and analysis.</li><li>Increase account revenues by defined goals month over month</li></ul><p><b>Requirements</b></p><ul><li>Loves numbers &amp; Spreadsheets</li></ul><ul><li>Meticulous and process-oriented</li><li>Highly analytical</li><li>Responsible Identify and solve problems</li><li>Task-oriented and self-motivated</li><li>Can function in a fast-paced environment.</li><li>Experience using <b>formulas</b> in MS Excel</li></ul><p>If you are great with numbers and Microsoft Excel, you will do well. If you are not, this is not the job for you. This is a challenging role that requires comfort with <b>mathematics</b> , meticulous organization and attention to detail in a fast-paced environment.</p><p>We are seeking a passionate individual who is very comfortable with basic <b>statistics</b> and has a strong desire to perform. This is an entry-level position, so no experience is necessary but it is a plus. But, you will work long hours some days, so if that is a problem, please do not apply.</p><p>The position pays from $30K - $40K depending on experience. We offer comprehensive benefits including full medical and dental.</p><p>Please send cover letter and resume.</p><p>Job Type: Full-time</p><p>Job Location:</p><ul><li>Manhattan Beach, CA</li></ul><p>Required education:</p><ul><li>Bachelor's</li></ul></span>",Data Analyst
36,KIPP Foundation,"<span class=""summary"" id=""job_summary"">KIPP
</span>",Data Analyst
37,etouch,"<span class=""summary"" id=""job_summary"">About eTouch Systems Corp: </span>",Data Analyst
38,UC San Diego,"<span class=""summary"" id=""job_summary"">Academic Affairs is the largest of the vice chancellor areas at UC San Diego. Led by the Executive Vice Chancellor-Academic Affairs (EVCAA), it is comprised of seven academic divisions and schools, six undergraduate colleges, the University Libraries and University Extension. The vice chancellor area also includes academic support units, as well as the units under the purview of the Vice Chancellors-Research, Student Affairs and Equity, Diversity &amp; Inclusion. Academic Affairs annually manages expenditures in excess of $700M, 2.7M ASF of space and employs over 13,500 academic, staff and research employees. The Office of the EVC provides leadership and support to the units in Academic Affairs and is responsible for policy and procedure communication and implementation, resource administration, training and guidance, and program development for administrators, faculty, and staff.
<br>
<br>
Under the direction of Director Financial and Budget Management the Decision Support and Data Analyst provides reliable and comprehensive high-level qualitative and quantitative data and trend analyses supporting the various operations and projects within the office of the Associate VC-Resource Administration (AVC-RA). Serves as the primary data analyst for the AVC-RA and is responsible for short- and long-term analyses of available and projected resources in the areas of faculty recruitments and compensation, temporary faculty and teaching assistant funding, graduate student financial support, and department support. Analyze implications of allocation formulas, keeping in mind the best interests of the academic enterprise. Collaborates and partners with the AVC-RA, and other senior colleagues in the development, collection and analysis of project data. The incumbents will serve as an expert resource and partner to Academic Affairs management and departmental staff regarding the collection, use and analysis of data, including sources of data, how to extract relevant data, and methodologies to utilize and analyze data to solve management issues.
<br>
<br>
Overtime and weekends may be required.
<br>
<ul><li><b>Please submit a cover letter for a complete application.
</b></li></ul><b>QUALIFICATIONS
</b><ul><li>Expert skill in collecting, analyzing and interpreting large quantities of financial, budget, employee, student, enrollment and related data gathered from large central data depositories. Demonstrated experience with campus principles and procedures involved in handling sensitive data.
<br>
<br>
</br></br></li><li>Demonstrated experience to research complex organizational and financial issues through the review of organizational documentation, financial information, interviews with individuals, and review of other material to develop and prepare financial and budgetary reports.
<br>
<br>
</br></br></li><li>Excellent analytical and quantitative skills including statistical analysis, modeling and forecasting.
<br>
<br>
</br></br></li><li>Demonstrated expertise in applying advanced computer technology as a problem-solving tool in financial modeling, analysis, budgetary management, and other administrative functions and solutions. Advanced knowledge of computer systems and applications, including expert skills in the use of databases, spreadsheets, word processing, presentation and statistical software.
<br>
<br>
</br></br></li><li>Ability to think strategically, engage in proactive problem solving both individually and in a group, and take ownership of technical issues until problems are successfully and completely resolved. Strong analytic, inductive, and deductive reasoning skills. Evidence of strong time management and organizational skills; ability to multi-task and maintain accuracy in the face of significant time constraints, high workloads, and possibly rapidly shifting, contradictory demands and priorities.
<br>
<br>
</br></br></li><li>Excellent interpersonal skills with strong, demonstrated ability to communicate orally and in writing. Possess skills of tact, poise, diplomacy, confidentiality and hospitality with a diverse population of staff, faculty, industry, and the community in a high pressure and demanding environment. Ability to maintain confidentiality.
<br>
<br>
</br></br></li><li>Strong ability to communicate effectively one-on-one and before large and small audiences.
<br>
<br>
</br></br></li></ul><b>SPECIAL CONDITIONS
</b><ul><li>Background check required.
</li></ul>Duties may require direct contact with children (defined as individuals under the age of 18); completion of the Child Abuse and Neglect Reporting Act (CANRA) form will be required.
<br>
<br>
This position is designated ""Confidential"" within the meaning of the Higher Education Employer-Employee Relations Act.</br></br></br></br></br></br></br></span>",Decision Support and Data Analyst
39,Sprint Store by ArchTelecom,"<span class=""summary"" id=""job_summary"">Arch Telecom is one of the nation’s largest Sprint Authorized retailer with stores in 13 states. The Data Analyst position is an essential part of Revenue Assurance. This position will be responsible for extracting and analyzing data to generate useful conclusions and actionable recommendations for various business needs.
<br>
<br>
<b>Essential Functions
</b><br>
<ul><li>Extract, update, and interpret data from a variety of databases/sources and transform it into intelligent, actionable items / reports
</li><li>Perform quantitative and qualitative analysis of data in order to produce analytical solutions
</li></ul><b>Required Experience
</b><br>
<ul><li>Experience with data analysis and interpretation required; experience with Access, Excel, or other statistical packages preferred.
</li><li>High degree of computer literacy required, including ability to learn new software and systems.
</li><li>Examine the unique needs and concerns of the business to develop relevant practices and procedures.
</li><li>Responsible for extracting data from a variety of sources and providing analysis
</li><li>Demonstrates excellent written and oral communication skills
</li><li>Ability to work productively with a team and in group settings
</li><li>Good excel skills
</li><li>2+ yrs. of experience preferred</li></ul></br></br></br></br></span>",Data Analyst
40,"TrueCar, Inc.","<span class=""summary"" id=""job_summary"">The Data Analyst will work in a fast-paced environment within our Data Science team, using diverse data sets and technologies to produce solutions to a diverse set of challenging data problems. This individual will have the freedom to utilize the latest technologies to solve challenging problems, improving processes and tools used by the team. This role will collaborate closely with others within the Data Science team to provide profound insights from your analysis with the ultimate goal of helping TrueCar redefine the car buying experience for millions of people worldwide.
<br><br>
<b>ABOUT THE JOB:</b><br>
Produce complex data sets by combining various data sources in order to support company analytics efforts
<br>Track, analyze and interpret trends in data in order to provide relevant conclusions and recommendations to management
<br>Update and run statistical data models and other algorithms, tracking results against forecasts and fine-tuning when required
<br>Improve existing methodologies through automation and quality enhancements
<br>Collaborate with other team members to support efforts to improve the quality of our outputs and deliverables
<br><br>
<b>WHAT YOU NEED:</b><br>
At least one year of experience working with large data sets
<br>Strong background in analytics with a desire to constantly improve processes
<br>Must be a proactive problem solver and able to handle complex projects and tasks
<br>Strong organizational skills and attention to detail a must
<br>Prioritization and time management skills essential
<br>Expert proficiency in Microsoft Excel
<br>BS/BA degree in a quantitative discipline (e.g., Math, Statistics, Economics, Business Administration)
<br><br>
<b>NICE TO HAVE:</b><br>
Experience with SQL, Tableau, Python and any other analytical software a huge plus
<br>Auto industry experience a plus
<br><br>
<b>ABOUT TRUECAR:</b><br>
At TrueCar we pride ourselves on being a bold, innovative brand, one that’s committed to creating a better car-buying experience. We bring game changing technology to the automotive marketplace because we believe there’s a better way to do things. We’re not simply another website or app. Our pricing information and Certified Dealer network are helping people save thousands, while they enjoy a buying experience that’s truly exceptional. Bringing this vision to life is our amazing team of people, the very heart of our company.
<br><br>
We care deeply about our culture and creating a casual, fun workplace. We work collaboratively, across departments, fostering an environment where there’s open communication and recognition of hard work. TrueCar isn’t simply a place to have a job. It’s a company where you can be a part of something that lasts. We value the entrepreneurial spirit and encourage employees to take ownership of both their projects and their careers.
<br><br>
Recognizing the effort and passion of our employees is a top priority at TrueCar. So we’ve created a benefits package that is more than competitive. We pay 100% of your health benefits for you, not a dime taken from your paycheck. We also offer 401K matching, a generous equity package, monthly fitness reimbursements, and, because everyone needs an occasional re-charge, an excellent PTO policy and 10 paid holidays. All of this set in outstanding office locations in Santa Monica, Austin and San Francisco.</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></span>",Data Analyst
41,Melodee Ice Cream,"<span class=""summary"" id=""job_summary""><p>Melodee Ice Cream is seeking to fill a full time position. We are are looking for a motivated, hard working, computer savvy and diligent person with the following qualifications: Great organizational skills Microsoft Office knowledge good verbal skills good communication/writing skills. Ability to multi task management of payables customer service skills. We are looking for experienced systems analyst with <b>some IT experience</b> . Superior Understanding of IS Networking is a must network management skills required.Must be proficient in desktop email configuration /Troubleshooting</p><p>* Proficient in Network Failure Diagnostic and Resolution</p><p>* Ability to Diagnose Server Issues and Re-Configure</p><p>* Microsoft Server 2008 and 2012 Experience in Configuring with DNS</p><p>* Experience in setting Up from scratch and configuring many types of networking devices, PC's, routers, managed switches, and servers.</p><p>* Work under pressure</p><p>* Problem solve accurately and efficiently at a higher networking design level</p><p>* Communicate effectively</p><p>* Work well in a team environmentHours: Typically 8-5pm</p><p>*Compensation is based upon skills and experience. Please submit your resume if you are interested Job Type: Full-timeRequired education: must have IT experience.</p><ul><li>High school or equivalent</li></ul><p>Job Type: Full-time</p><p>Required education:</p><ul><li>High school or equivalent</li></ul><p>Required experience:</p><ul><li>Data Analyst: 1 year</li></ul><p>Job Type: Full-time</p><p>Required education:</p><ul><li>High school or equivalent</li></ul><p>Required experience:</p><ul><li>Data Analyst: 1 year</li></ul></span>",Data Analyst
