,city,company,country,date,expired,formattedLocation,formattedLocationFull,formattedRelativeTime,indeedApply,jobkey,jobtitle,latitude,longitude,onmousedown,snippet,source,sponsored,state,stations,url
10,Milpitas,Nanometrics Incorporated,US,"Sat, 21 Jan 2017 02:57:40 GMT",False,"Milpitas, CA","Milpitas, CA 95035",30+ days ago,False,efa63c1f53d0934d,Application Scientist,37.407993,-121.91366,"indeed_clk(this,'1142');","In <b>Materials</b> <b>Science</b>, Physics, Chemistry, Electrical or Chemical Engineering. Or equivalent in Physics, <b>Materials</b> <b>Science</b>, Engineering, or a related field....",Nanometrics Incorporated,False,CA,,http://www.indeed.com/viewjob?jk=efa63c1f53d0934d&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQVMnldyzbl4wYjZnXI4316Aep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kb3oaghkfel
11,Milpitas,"Winslow Automation, Inc. (aka) Six Sigma",US,"Thu, 16 Feb 2017 19:52:24 GMT",False,"Milpitas, CA","Milpitas, CA 95035",12 days ago,True,76db6310ba8affcd,Materials Engineer,37.436813,-121.88461,"indeed_clk(this,'1142');","In Mechanical Engineering (preferred), <b>Materials</b> <b>Science</b>, or Applied Physics. Mechanical or <b>materials</b> engineer:....",Indeed,False,CA,,http://www.indeed.com/viewjob?jk=76db6310ba8affcd&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQVMnldyzbl4wYjZnXI4316Aep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kb3oaghkfel
12,San Diego,Qualcomm,US,"Thu, 26 Jan 2017 09:53:55 GMT",False,"San Diego, CA","San Diego, CA",30+ days ago,False,3e2132533d5f3dfa,R&D Design Technology Integration Engineer,32.714287,-117.15385,"indeed_clk(this,'1142');","Master's, Electrical Engineering and/or <b>Materials</b> <b>Science</b> and/or Mechanical Engineering....",Qualcomm,False,CA,,http://www.indeed.com/viewjob?jk=3e2132533d5f3dfa&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQVMnldyzbl4wYjZnXI4316Aep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kb3oaghkfel
13,Hawthorne,SpaceX,US,"Mon, 05 Dec 2016 21:35:48 GMT",False,"Hawthorne, CA","Hawthorne, CA 90250",30+ days ago,False,8585339425b44e39,Sr. Materials Engineer (Avionics),33.921432,-118.32665,"indeed_clk(this,'1142');","Bachelor’s degree in <b>Materials</b> <b>Science</b>, <b>Materials</b> Engineering, Chemical Engineering, Physics or Electrical Engineering. <b>Materials</b> Engineer (Avionics)....",SpaceX,False,CA,,http://www.indeed.com/viewjob?jk=8585339425b44e39&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQVMnldyzbl4wYjZnXI4316Aep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kb3oaghkfel
14,San Jose,Align Technology Inc,US,"Sat, 04 Feb 2017 08:39:12 GMT",False,"San Jose, CA","San Jose, CA",24 days ago,False,76f2a96894cbf28d,Materials Engineer,37.337914,-121.89011,"indeed_clk(this,'1142');",Degree or equivalent in Polymer <b>Science</b> or <b>Materials</b> <b>Science</b> or Chemical Engineering or related field. The <b>Materials</b> Engineer candidate will have exceptional...,Align Technology,False,CA,,http://www.indeed.com/viewjob?jk=76f2a96894cbf28d&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQVMnldyzbl4wYjZnXI4316Aep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kb3oaghkfel
15,Livermore,Lawrence Livermore National Laboratory,US,"Fri, 03 Feb 2017 22:41:29 GMT",False,"Livermore, CA","Livermore, CA 94550",25 days ago,False,5a1c3b0b04dbe5f6,Postdoctoral Research Staff Member,37.687107,-121.70588,"indeed_clk(this,'1142');","Recent PhD in Chemistry, <b>Materials</b> <b>Science</b>, Mathematics, Physics or related field. This position is in the Reaction Dynamics Group of the <b>Materials</b> <b>Science</b>...",Lawrence Livermore National Laboratory,False,CA,,http://www.indeed.com/viewjob?jk=5a1c3b0b04dbe5f6&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQVMnldyzbl4wYjZnXI4316Aep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kb3oaghkfel
16,Carlsbad,SmartFoam (A NextWave Ventures company),US,"Fri, 03 Feb 2017 21:54:25 GMT",False,"Carlsbad, CA","Carlsbad, CA",25 days ago,True,eae2816d30079fe4,Materials and Device Design Engineer,33.156593,-117.34615,"indeed_clk(this,'1142');","Familiarity with piezoelectric and composite <b>materials</b>. BS or MS degree in <b>materials</b> <b>science</b>, electrical engineering, mechanical engineering, chemical...",Indeed,False,CA,,http://www.indeed.com/viewjob?jk=eae2816d30079fe4&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQVMnldyzbl4wYjZnXI4316Aep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kb3oaghkfel
17,Palo Alto,Hewlett Packard Enterprise,US,"Tue, 07 Feb 2017 12:11:17 GMT",False,"Palo Alto, CA","Palo Alto, CA",21 days ago,False,35a5ff03b5837984,Material Science PhD. Research Associate,37.43956,-122.14286,"indeed_clk(this,'1142');","Hewlett-Packard Labs has an opening for a summer intern researcher position with a background in <b>materials</b> <b>science</b> and engineering, electron microscopy, and...",Hewlett Packard Enterprise,False,CA,,http://www.indeed.com/viewjob?jk=35a5ff03b5837984&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQVMnldyzbl4wYjZnXI4316Aep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kb3oaghkfel
18,Folsom,Intel,US,"Wed, 04 Jan 2017 05:22:07 GMT",False,"Folsom, CA","Folsom, CA 95630",30+ days ago,False,f87fdaf8e4538519,NVM Reliability Engineer,38.645115,-121.165764,"indeed_clk(this,'1142');","Degree in Electrical Engineering, Computer Engineering, <b>Materials</b> <b>Science</b>, Physics or Information SystemsEngineering, <b>Materials</b> <b>Science</b>, Physics or Information...",Intel,False,CA,,http://www.indeed.com/viewjob?jk=f87fdaf8e4538519&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQVMnldyzbl4wYjZnXI4316Aep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kb3oaghkfel
19,Carlsbad,Samtec,US,"Tue, 22 Nov 2016 00:19:39 GMT",False,"Carlsbad, CA","Carlsbad, CA",30+ days ago,False,f77e82b5177020fd,Materials Scientist,33.156593,-117.34615,"indeed_clk(this,'1142');","Advanced degree in <b>Materials</b> <b>Science</b>, Engineering, Chemistry, Physics or equivalent, preferably Ph.D. Intellectual property documentation of all <b>materials</b>,...",Samtec,False,CA,,http://www.indeed.com/viewjob?jk=f77e82b5177020fd&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQVMnldyzbl4wYjZnXI4316Aep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kb3oaghkfel
20,Milpitas,Micron,US,"Wed, 15 Feb 2017 00:45:50 GMT",False,"Milpitas, CA","Milpitas, CA",14 days ago,False,1117f35a27c997fc,Customer Mapped Quality Experience Engineer (CMQE) - West Coast Job,37.425823,-121.90659,"indeed_clk(this,'1142');","Engineering - <b>Materials</b> <b>Science</b>. As a Global Quality (GQ) Customer Mapped Quality Experience Engineer (CMQE) at Micron Technology, Inc., you are the voice of...",Micron,False,CA,,http://www.indeed.com/viewjob?jk=1117f35a27c997fc&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQVMnldyzbl4wYjZnXI4316Aep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kb3oaghkfel
21,Mountain View,Google,US,"Wed, 15 Feb 2017 15:43:59 GMT",False,"Mountain View, CA","Mountain View, CA",13 days ago,False,a4e44529b0d7c957,"Reliability Engineer, Google Goods",37.384617,-122.08242,"indeed_clk(this,'1142');","Master’s degree or PhD in Electrical Engineering, Textiles Engineering, Mechanical Engineering or <b>Materials</b> <b>Science</b>....",Google,False,CA,,http://www.indeed.com/viewjob?jk=a4e44529b0d7c957&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQVMnldyzbl4wYjZnXI4316Aep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kb3oaghkfel
22,Livermore,Lawrence Livermore National Laboratory,US,"Sat, 21 Jan 2017 06:19:57 GMT",False,"Livermore, CA","Livermore, CA 94550",30+ days ago,False,98347a851f3af6af,Postdoctoral Research Staff Member - Modeler,37.687107,-121.70588,"indeed_clk(this,'1142');",This position is in the Reaction Dynamics Group of the <b>Materials</b> <b>Science</b> Division. We have an opening for a Postdoctoral Researcher to conduct research in...,Lawrence Livermore National Laboratory,False,CA,,http://www.indeed.com/viewjob?jk=98347a851f3af6af&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQVMnldyzbl4wYjZnXI4316Aep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kb3oaghkfel
23,Carpinteria,Northrop Grumman,US,"Thu, 19 Jan 2017 22:25:53 GMT",False,"Carpinteria, CA","Carpinteria, CA",30+ days ago,False,da6e6ed041cabec7,Engineer Material Process 4,34.39835,-119.51649,"indeed_clk(this,'1142');",BS or MS in <b>Materials</b> <b>Science</b> and Engineering or related engineering field. 5 years with Bachelors in Science;...,Northrop Grumman,False,CA,,http://www.indeed.com/viewjob?jk=da6e6ed041cabec7&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQVMnldyzbl4wYjZnXI4316Aep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kb3oaghkfel
24,Sunnyvale,"A2Z Development Center, Inc.",US,"Mon, 23 Jan 2017 23:50:33 GMT",False,"Sunnyvale, CA","Sunnyvale, CA",30+ days ago,False,dec7d3aeb20da59e,Sr. Advanced Materials Support Engineer,37.368134,-122.03297,"indeed_clk(this,'1142');","Bachelor's degree or foreign equivalent in <b>materials</b> <b>science</b>, chemistry, physics, chemical engineering or a related field from a 4-year program....",Amazon.com,False,CA,,http://www.indeed.com/viewjob?jk=dec7d3aeb20da59e&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQVMnldyzbl4wYjZnXI4316Aep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kb3oaghkfel
25,Palo Alto,Electric Power Research Institute,US,"Fri, 24 Feb 2017 19:57:00 GMT",False,"Palo Alto, CA","Palo Alto, CA 94304",4 days ago,False,d14b6a3b503af68c,Engineer/Scientist III,37.39795,-122.14552,"indeed_clk(this,'1407');","Employer will accept PhD in <b>Materials</b> <b>Science</b>, <b>Materials</b> Engineering, or related technical field. Participate in revising the nuclear power plant <b>materials</b>...",Electric Power Research Institute,False,CA,,http://www.indeed.com/viewjob?jk=d14b6a3b503af68c&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQVMnldyzbl4wYjZnXI4316Aep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kbc2ag65eds
26,Fremont,Western Digital,US,"Fri, 17 Feb 2017 20:49:26 GMT",False,"Fremont, CA","Fremont, CA",11 days ago,False,7ef4b57e08a12aaa,Technologist Process Development,37.546703,-121.98351,"indeed_clk(this,'1407');","M.S or PhD degree in Engineering, Physics, <b>Materials</b> <b>Science</b> or a related field is required. Knowledge of the <b>materials</b> analysis....",Western Digital,False,CA,,http://www.indeed.com/viewjob?jk=7ef4b57e08a12aaa&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQVMnldyzbl4wYjZnXI4316Aep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kbc2ag65eds
27,Menlo Park,Exponent,US,"Tue, 28 Feb 2017 07:27:43 GMT",False,"Menlo Park, CA","Menlo Park, CA 94025",22 hours ago,False,026d32fda9b0945c,Associate/Engineer/Scientist,37.481052,-122.17387,"indeed_clk(this,'1407');","In Physical Chemistry, <b>Materials</b> <b>Science</b>, Biomedical/Chemical engineering or a related field. Exponent's Polymer <b>Science</b> &amp; <b>Materials</b> Chemistry Practice is...",Exponent,False,CA,,http://www.indeed.com/viewjob?jk=026d32fda9b0945c&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQVMnldyzbl4wYjZnXI4316Aep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kbc2ag65eds
28,Goleta,Medtronic,US,"Fri, 17 Feb 2017 04:08:14 GMT",False,"Goleta, CA","Goleta, CA 93117",12 days ago,False,dd22ffe2650146f3,Sr Manufacturing/Project Engineer - Chemical/Materials/Plastics,34.432034,-119.857704,"indeed_clk(this,'1407');","<b>Materials</b> <b>Science</b> Engineering or Plastics Engineering preferred). Engineering field of expertise such as mechanical, electrical, <b>materials</b>,....",Medtronic,False,CA,,http://www.indeed.com/viewjob?jk=dd22ffe2650146f3&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQVMnldyzbl4wYjZnXI4316Aep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kbc2ag65eds
29,San Diego,"Illumina, Inc.",US,"Sun, 29 Jan 2017 06:56:25 GMT",False,"San Diego, CA","San Diego, CA",30 days ago,False,c0f51ad733310f9e,Staff Scientist,32.714287,-117.15385,"indeed_clk(this,'1407');","PhD in Chemistry, Biochemistry, <b>Materials</b> <b>Science</b>, Physical Chemistry, Chemical Engineering, or Biochemical Engineering or closely related discipline....","Illumina, Inc.",False,CA,,http://www.indeed.com/viewjob?jk=c0f51ad733310f9e&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQVMnldyzbl4wYjZnXI4316Aep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kbc2ag65eds
30,Menlo Park,Exponent,US,"Tue, 31 Jan 2017 23:51:42 GMT",False,"Menlo Park, CA","Menlo Park, CA 94025",28 days ago,False,c64057a1227d936a,Engineer/Associate,37.481052,-122.17387,"indeed_clk(this,'1407');",In <b>Materials</b> <b>Science</b> and Engineering and familiarity with Mechanical Engineering and/or Electrical Engineering....,Exponent,False,CA,,http://www.indeed.com/viewjob?jk=c64057a1227d936a&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQVMnldyzbl4wYjZnXI4316Aep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kbc2ag65eds
31,Menlo Park,Exponent,US,"Sat, 25 Feb 2017 07:15:33 GMT",False,"Menlo Park, CA","Menlo Park, CA 94025",3 days ago,False,55f709cc540ed387,Associate/Scientist,37.481052,-122.17387,"indeed_clk(this,'1407');","In <b>Materials</b> <b>Science</b> and Engineering, Chemical Engineering or Chemistry. Exponent's Polymer <b>Science</b> &amp; <b>Materials</b> Chemistry Practice is currently hiring a...",Exponent,False,CA,,http://www.indeed.com/viewjob?jk=55f709cc540ed387&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQVMnldyzbl4wYjZnXI4316Aep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kbc2ag65eds
32,Fremont,Tesla Motors,US,"Tue, 07 Feb 2017 17:05:13 GMT",False,"Fremont, CA","Fremont, CA 94538",21 days ago,False,4456a15374b6f330,Supplier Industrialization Engineer - Plating Process,37.493526,-121.94216,"indeed_clk(this,'1407');","Bachelor or Master’s Degree in Chemistry, Coatings Engineering, Chemical Engineering, <b>Materials</b> <b>Science</b> or similar degree....",Tesla Motors,False,CA,,http://www.indeed.com/viewjob?jk=4456a15374b6f330&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQVMnldyzbl4wYjZnXI4316Aep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kbc2ag65eds
33,San Diego,"Illumina, Inc.",US,"Tue, 20 Dec 2016 06:12:27 GMT",False,"San Diego, CA","San Diego, CA",30+ days ago,False,fa14d2daf8336314,Scientist 1,32.714287,-117.15385,"indeed_clk(this,'1407');","Demonstrated experience solving challenging, interdisciplinary problems at the interface of biology, chemistry and <b>materials</b> <b>science</b>....","Illumina, Inc.",False,CA,,http://www.indeed.com/viewjob?jk=fa14d2daf8336314&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQVMnldyzbl4wYjZnXI4316Aep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kbc2ag65eds
34,San Jose,Sunpower,US,"Sat, 18 Feb 2017 03:36:49 GMT",False,"San Jose, CA","San Jose, CA",11 days ago,False,f3742ee7eff10430,Cell R&D Staff - Wet Process Engineer,37.337914,-121.89011,"indeed_clk(this,'1407');","Minimum of Bachelor’s in <b>Materials</b> <b>Science</b>, Chemical Engineering, Electrical Engineering, Mechanical Engineering, Physics, Chemistry, or related fields....",SunPower Corporation,False,CA,,http://www.indeed.com/viewjob?jk=f3742ee7eff10430&qd=N2J-naHqk5bSExrJs-uSyPHx32XqMlw_eEIUZ5NFHC1qnQ78wPGwaSI3ifuEursTVvJtikd3Mkcoj7yvXQciQVMnldyzbl4wYjZnXI4316Aep6I5-twM7jC8td-9rGTG&indpubnum=254802918413674&atk=1ba48kbc2ag65eds
